time,sample,out1_s16,out2_s16,out1_u14,out2_u14
153085000,76539,18032,27366,3683,1350
153087000,76540,15196,29036,4392,932
153089000,76541,12208,30413,5139,588
153091000,76542,9096,31483,5917,321
153093000,76543,5893,32235,6718,133
153095000,76544,2630,32662,7534,26
153097000,76545,-660,32760,8356,1
153099000,76546,-3942,32527,9177,60
153101000,76547,-7185,31967,9988,200
153103000,76548,-10356,31083,10780,421
153105000,76549,-13422,29887,11547,720
153107000,76550,-16353,28389,12280,1094
153109000,76551,-19118,26604,12971,1540
153111000,76552,-21691,24551,13614,2054
153113000,76553,-24045,22251,14203,2629
153115000,76554,-26157,19726,14731,3260
153117000,76555,-28005,17002,15193,3941
153119000,76556,-29570,14106,15584,4665
153121000,76557,-30837,11068,15901,5424
153123000,76558,-31793,7919,16140,6212
153125000,76559,-32428,4690,16298,7019
153127000,76560,-32736,1413,16375,7838
153129000,76561,-32714,-1878,16370,8661
153131000,76562,-32362,-5149,16282,9479
153133000,76563,-31683,-8369,16112,10284
153135000,76564,-30685,-11505,15863,11068
153137000,76565,-29378,-14524,15536,11822
153139000,76566,-27774,-17397,15135,12541
153141000,76567,-25890,-20095,14664,13215
153143000,76568,-23744,-22590,14127,13839
153145000,76569,-21360,-24857,13531,14406
153147000,76570,-18759,-26873,12881,14910
153149000,76571,-15970,-28618,12184,15346
153151000,76572,-13020,-30074,11446,15710
153153000,76573,-9938,-31227,10676,15998
153155000,76574,-6756,-32066,9880,16208
153157000,76575,-3505,-32580,9068,16336
153159000,76576,-220,-32766,8246,16383
153161000,76577,3068,-32622,7424,16347
153163000,76578,6325,-32148,6610,16228
153165000,76579,9518,-31351,5812,16029
153167000,76580,12615,-30237,5038,15751
153169000,76581,15585,-28818,4295,15396
153171000,76582,18397,-27108,3592,14968
153173000,76583,21024,-25125,2935,14473
153175000,76584,23439,-22888,2332,13913
153177000,76585,25618,-20421,1787,13297
153179000,76586,27538,-17747,1307,12628
153181000,76587,29180,-14895,896,11915
153183000,76588,30528,-11892,559,11164
153185000,76589,31568,-8770,299,10384
153187000,76590,32290,-5559,119,9581
153189000,76591,32686,-2291,20,8764
153191000,76592,32752,999,3,7942
153193000,76593,32488,4279,69,7122
153195000,76594,31896,7516,217,6312
153197000,76595,30983,10677,446,5522
153199000,76596,29757,13731,752,4759
153201000,76597,28230,16646,1134,4030
153203000,76598,26419,19393,1587,3343
153205000,76599,24342,21944,2106,2705
153207000,76600,22019,24275,2687,2123
153209000,76601,19474,26360,3323,1601
153211000,76602,16732,28179,4008,1147
153213000,76603,13822,29714,4736,763
153215000,76604,10772,30950,5498,454
153217000,76605,7614,31873,6288,223
153219000,76606,4379,32475,7097,73
153221000,76607,1099,32749,7917,4
153223000,76608,-2191,32693,8739,18
153225000,76609,-5459,32307,9556,115
153227000,76610,-8673,31595,10360,293
153229000,76611,-11799,30565,11141,550
153231000,76612,-14805,29226,11893,885
153233000,76613,-17663,27592,12607,1293
153235000,76614,-20342,25680,13277,1771
153237000,76615,-22816,23509,13895,2314
153239000,76616,-25060,21101,14456,2916
153241000,76617,-27051,18480,14954,3571
153243000,76618,-28770,15673,15384,4273
153245000,76619,-30198,12708,15741,5014
153247000,76620,-31321,9614,16022,5788
153249000,76621,-32129,6423,16224,6586
153251000,76622,-32612,3168,16344,7399
153253000,76623,-32767,-119,16383,8221
153255000,76624,-32591,-3406,16339,9043
153257000,76625,-32086,-6657,16213,9856
153259000,76626,-31258,-9842,16006,10652
153261000,76627,-30114,-12927,15720,11423
153263000,76628,-28667,-15882,15358,12162
153265000,76629,-26930,-18677,14924,12861
153267000,76630,-24922,-21283,14422,13512
153269000,76631,-22662,-23675,13857,14110
153271000,76632,-20174,-25828,13235,14648
153273000,76633,-17482,-27720,12562,15121
153275000,76634,-14614,-29333,11845,15525
153277000,76635,-11599,-30650,11091,15854
153279000,76636,-8467,-31658,10308,16106
153281000,76637,-5249,-32346,9504,16278
153283000,76638,-1978,-32708,8686,16368
153285000,76639,1313,-32740,7863,16376
153287000,76640,4590,-32442,7044,16302
153289000,76641,7821,-31817,6236,16146
153291000,76642,10974,-30871,5448,15909
153293000,76643,14015,-29613,4688,15595
153295000,76644,16916,-28057,3962,15206
153297000,76645,19645,-26217,3280,14746
153299000,76646,22177,-24114,2647,14220
153301000,76647,24484,-21766,2070,13633
153303000,76648,26545,-19200,1555,12991
153305000,76649,28338,-16440,1107,12301
153307000,76650,29845,-13514,730,11570
153309000,76651,31052,-10451,428,10804
153311000,76652,31944,-7283,205,10012
153313000,76653,32515,-4042,63,9202
153315000,76654,32758,-760,2,8381
153317000,76655,32670,2530,24,7559
153319000,76656,32253,5794,128,6743
153321000,76657,31510,8999,314,5942
153323000,76658,30450,12114,579,5163
153325000,76659,29082,15107,921,4415
153327000,76660,27421,17948,1336,3704
153329000,76661,25484,20607,1820,3040
153331000,76662,23289,23058,2369,2427
153333000,76663,20860,25277,2976,1872
153335000,76664,18220,27241,3636,1381
153337000,76665,15396,28930,4342,959
153339000,76666,12417,30328,5087,609
153341000,76667,9313,31419,5863,337
153343000,76668,6115,32194,6663,143
153345000,76669,2855,32643,7478,31
153347000,76670,-434,32764,8300,0
153349000,76671,-3718,32554,9121,53
153351000,76672,-6965,32016,9933,187
153353000,76673,-10141,31154,10727,403
153355000,76674,-13215,29979,11495,697
153357000,76675,-16156,28501,12230,1066
153359000,76676,-18934,26735,12925,1508
153361000,76677,-21521,24700,13572,2016
153363000,76678,-23891,22416,14164,2587
153365000,76679,-26020,19906,14696,3215
153367000,76680,-27886,17195,15163,3893
153369000,76681,-29472,14310,15559,4614
153371000,76682,-30760,11281,15881,5371
153373000,76683,-31737,8138,16126,6157
153375000,76684,-32395,4914,16290,6963
153377000,76685,-32725,1639,16373,7782
153379000,76686,-32726,-1652,16373,8604
153381000,76687,-32397,-4926,16291,9423
153383000,76688,-31740,-8151,16126,10229
153385000,76689,-30764,-11293,15882,11015
153387000,76690,-29477,-14321,15561,11772
153389000,76691,-27893,-17205,15165,12493
153391000,76692,-26028,-19916,14698,13170
153393000,76693,-23900,-22425,14166,13798
153395000,76694,-21531,-24709,13574,14369
153397000,76695,-18944,-26743,12927,14877
153399000,76696,-16167,-28507,12233,15318
153401000,76697,-13227,-29984,11498,15687
153403000,76698,-10153,-31158,10730,15981
153405000,76699,-6977,-32018,9936,16196
153407000,76700,-3730,-32555,9124,16330
153409000,76701,-446,-32764,8303,16382
153411000,76702,2843,-32642,7481,16352
153413000,76703,6103,-32191,6666,16239
153415000,76704,9301,-31416,5866,16045
153417000,76705,12406,-30323,5090,15772
153419000,76706,15385,-28925,4345,15423
153421000,76707,18210,-27234,3639,15000
153423000,76708,20850,-25269,2979,14509
153425000,76709,23281,-23050,2371,13954
153427000,76710,25476,-20597,1822,13341
153429000,76711,27415,-17937,1338,12676
153431000,76712,29077,-15096,922,11965
153433000,76713,30445,-12103,580,11217
153435000,76714,31507,-8987,315,10438
153437000,76715,32251,-5781,129,9637
153439000,76716,32669,-2517,24,8821
153441000,76717,32758,773,2,7998
153443000,76718,32517,4055,62,7178
153445000,76719,31947,7296,205,6367
153447000,76720,31056,10463,427,5576
153449000,76721,29851,13525,729,4810
153451000,76722,28345,16451,1105,4079
153453000,76723,26553,19210,1553,3389
153455000,76724,24493,21776,2068,2747
153457000,76725,22186,24122,2645,2161
153459000,76726,19655,26225,3278,1635
153461000,76727,16926,28063,3960,1176
153463000,76728,14027,29618,4685,787
153465000,76729,10986,30875,5445,473
153467000,76730,7834,31820,6233,236
153469000,76731,4603,32444,7041,80
153471000,76732,1325,32741,7860,6
153473000,76733,-1965,32707,8683,15
153475000,76734,-5236,32344,9500,105
153477000,76735,-8454,31654,10305,278
153479000,76736,-11587,30645,11088,530
153481000,76737,-14603,29327,11842,860
153483000,76738,-17472,27714,12559,1263
153485000,76739,-20164,25820,13232,1736
153487000,76740,-22653,23666,13855,2275
153489000,76741,-24914,21274,14420,2873
153491000,76742,-26923,18667,14922,3525
153493000,76743,-28661,15871,15357,4224
153495000,76744,-30109,12916,15719,4962
153497000,76745,-31254,9830,16005,5734
153499000,76746,-32084,6645,16212,6530
153501000,76747,-32590,3393,16339,7343
153503000,76748,-32767,107,16383,8165
153505000,76749,-32613,-3180,16345,8986
153507000,76750,-32131,-6436,16224,9800
153509000,76751,-31325,-9626,16023,10598
153511000,76752,-30203,-12719,15742,11371
153513000,76753,-28776,-15684,15385,12112
153515000,76754,-27058,-18491,14956,12814
153517000,76755,-25068,-21111,14458,13469
153519000,76756,-22825,-23518,13898,14071
153521000,76757,-20352,-25688,13279,14613
153523000,76758,-17673,-27599,12610,15091
153525000,76759,-14817,-29231,11896,15499
153527000,76760,-11810,-30569,11144,15834
153529000,76761,-8685,-31598,10363,16091
153531000,76762,-5472,-32309,9559,16269
153533000,76763,-2204,-32694,8742,16365
153535000,76764,1087,-32749,7920,16379
153537000,76765,4366,-32473,7100,16310
153539000,76766,7602,-31870,6291,16159
153541000,76767,10760,-30946,5501,15928
153543000,76768,13811,-29709,4739,15619
153545000,76769,16721,-28173,4011,15235
153547000,76770,19464,-26352,3325,14779
153549000,76771,22010,-24266,2689,14258
153551000,76772,24334,-21935,2108,13675
153553000,76773,26412,-19383,1588,13037
153555000,76774,28224,-16635,1135,12350
153557000,76775,29751,-13719,754,11621
153559000,76776,30979,-10665,447,10858
153561000,76777,31893,-7504,218,10067
153563000,76778,32486,-4267,70,9258
153565000,76779,32752,-986,3,8438
153567000,76780,32687,2304,20,7615
153569000,76781,32292,5571,118,6799
153571000,76782,31572,8782,298,5996
153573000,76783,30533,11904,558,5215
153575000,76784,29186,14906,895,4465
153577000,76785,27545,17758,1305,3752
153579000,76786,25626,20431,1785,3084
153581000,76787,23448,22897,2329,2467
153583000,76788,21034,25133,2933,1908
153585000,76789,18408,27115,3589,1413
153587000,76790,15596,28824,4292,985
153589000,76791,12626,30241,5035,631
153591000,76792,9530,31354,5809,353
153593000,76793,6337,32151,6607,154
153595000,76794,3080,32623,7421,36
153597000,76795,-207,32766,8243,0
153599000,76796,-3493,32579,9065,47
153601000,76797,-6743,32063,9877,176
153603000,76798,-9926,31224,10673,385
153605000,76799,-13008,30069,11443,674
153607000,76800,-15959,28612,12181,1038
153609000,76801,-18749,26866,12879,1475
153611000,76802,-21350,24848,13529,1979
153613000,76803,-23736,22581,14125,2546
153615000,76804,-25882,20085,14662,3170
153617000,76805,-27767,17387,15133,3845
153619000,76806,-29372,14513,15534,4563
153621000,76807,-30681,11493,15862,5318
153623000,76808,-31680,8357,16111,6102
153625000,76809,-32360,5137,16281,6907
153627000,76810,-32713,1865,16370,7725
153629000,76811,-32737,-1426,16376,8548
153631000,76812,-32430,-4702,16299,9367
153633000,76813,-31796,-7931,16140,10174
153635000,76814,-30841,-11080,15902,10961
153637000,76815,-29575,-14118,15585,11721
153639000,76816,-28011,-17012,15194,12444
153641000,76817,-26164,-19736,14732,13125
153643000,76818,-24054,-22260,14205,13756
153645000,76819,-21701,-24559,13617,14331
153647000,76820,-19129,-26611,12974,14844
153649000,76821,-16364,-28395,12282,15290
153651000,76822,-13433,-29892,11550,15664
153653000,76823,-10368,-31087,10783,15963
153655000,76824,-7198,-31969,9991,16184
153657000,76825,-3955,-32529,9180,16324
153659000,76826,-672,-32760,8359,16381
153661000,76827,2617,-32661,7537,16357
153663000,76828,5880,-32233,6721,16250
153665000,76829,9084,-31479,5920,16061
153667000,76830,12196,-30408,5142,15793
153669000,76831,15185,-29030,4395,15449
153671000,76832,18021,-27359,3686,15031
153673000,76833,20675,-25413,3023,14545
153675000,76834,23121,-23210,2411,13994
153677000,76835,25333,-20773,1858,13385
153679000,76836,27290,-18126,1369,12723
153681000,76837,28972,-15296,948,12015
153683000,76838,30361,-12313,601,11270
153685000,76839,31444,-9205,330,10493
153687000,76840,32210,-6004,139,9692
153689000,76841,32651,-2742,29,8877
153691000,76842,32763,547,1,8055
153693000,76843,32544,3830,55,7234
153695000,76844,31997,7075,192,6423
153697000,76845,31127,10249,410,5629
153699000,76846,29943,13319,706,4862
153701000,76847,28457,16255,1077,4128
153703000,76848,26684,19026,1520,3435
153705000,76849,24642,21606,2031,2790
153707000,76850,22352,23968,2603,2199
153709000,76851,19836,26089,3232,1669
153711000,76852,17120,27946,3911,1205
153713000,76853,14231,29521,4634,811
153715000,76854,11198,30798,5392,492
153717000,76855,8053,31765,6178,250
153719000,76856,4827,32411,6985,89
153721000,76857,1551,32731,7804,9
153723000,76858,-1740,32720,8626,11
153725000,76859,-5013,32379,9445,97
153727000,76860,-8236,31712,10250,263
153729000,76861,-11375,30725,11035,510
153731000,76862,-14400,29428,11791,834
153733000,76863,-17280,27834,12511,1233
153735000,76864,-19985,25959,13188,1702
153737000,76865,-22489,23822,13814,2236
153739000,76866,-24766,21445,14383,2830
153741000,76867,-26793,18852,14890,3478
153743000,76868,-28550,16069,15329,4174
153745000,76869,-30019,13123,15696,4911
153747000,76870,-31185,10045,15988,5680
153749000,76871,-32037,6866,16201,6475
153751000,76872,-32565,3618,16333,7287
153753000,76873,-32765,333,16383,8108
153755000,76874,-32635,-2955,16350,8930
153757000,76875,-32175,-6214,16235,9745
153759000,76876,-31391,-9409,16039,10544
153761000,76877,-30290,-12510,15764,11319
153763000,76878,-28883,-15485,15412,12063
153765000,76879,-27185,-18304,14988,12767
153767000,76880,-25213,-20937,14495,13426
153769000,76881,-22987,-23360,13938,14031
153771000,76882,-20529,-25547,13324,14578
153773000,76883,-17863,-27476,12657,15060
153775000,76884,-15018,-29129,11946,15474
153777000,76885,-12021,-30487,11197,15813
153779000,76886,-8903,-31538,10417,16076
153781000,76887,-5695,-32271,9615,16259
153783000,76888,-2429,-32678,8799,16361
153785000,76889,861,-32755,7976,16380
153787000,76890,4142,-32503,7156,16317
153789000,76891,7381,-31922,6346,16172
153791000,76892,10546,-31019,5555,15946
153793000,76893,13605,-29804,4790,15642
153795000,76894,16527,-28288,4060,15263
153797000,76895,19281,-26486,3371,14813
153799000,76896,21842,-24417,2731,14296
153801000,76897,24181,-22103,2146,13717
153803000,76898,26277,-19565,1622,13083
153805000,76899,28108,-16829,1164,12399
153807000,76900,29656,-13924,777,11672
153809000,76901,30904,-10879,465,10911
153811000,76902,31841,-7724,231,10122
153813000,76903,32456,-4491,77,9314
153815000,76904,32744,-1212,5,8494
153817000,76905,32702,2078,16,7672
153819000,76906,32330,5348,109,6854
153821000,76907,31631,8564,284,6050
153823000,76908,30614,11693,538,5268
153825000,76909,29288,14704,869,4515
153827000,76910,27666,17567,1275,3800
153829000,76911,25766,20253,1750,3128
153831000,76912,23605,22735,2290,2508
153833000,76913,21207,24987,2890,1945
153835000,76914,18594,26987,3543,1445
153837000,76915,15794,28715,4243,1013
153839000,76916,12835,30154,4983,653
153841000,76917,9746,31288,5755,369
153843000,76918,6559,32106,6552,165
153845000,76919,3306,32601,7365,41
153847000,76920,19,32767,8187,0
153849000,76921,-3268,32602,9008,41
153851000,76922,-6522,32109,9822,164
153853000,76923,-9710,31292,10619,368
153855000,76924,-12800,30159,11391,652
153857000,76925,-15761,28721,12132,1011
153859000,76926,-18563,26994,12832,1443
153861000,76927,-21178,24995,13486,1943
153863000,76928,-23579,22744,14086,2505
153865000,76929,-25743,20263,14627,3126
153867000,76930,-27646,17578,15103,3797
153869000,76931,-29271,14716,15509,4512
153871000,76932,-30601,11705,15842,5265
153873000,76933,-31622,8576,16097,6047
153875000,76934,-32324,5360,16272,6851
153877000,76935,-32699,2091,16366,7669
153879000,76936,-32745,-1200,16378,8491
153881000,76937,-32461,-4478,16307,9311
153883000,76938,-31850,-7712,16154,10119
153885000,76939,-30917,-10867,15921,10908
153887000,76940,-29672,-13913,15609,11670
153889000,76941,-28128,-16819,15223,12396
153891000,76942,-26300,-19555,14766,13080
153893000,76943,-24207,-22093,14243,13715
153895000,76944,-21870,-24409,13659,14294
153897000,76945,-19312,-26479,13019,14811
153899000,76946,-16559,-28281,12331,15262
153901000,76947,-13639,-29799,11601,15641
153903000,76948,-10582,-31015,10837,15945
153905000,76949,-7418,-31919,10046,16171
153907000,76950,-4179,-32501,9236,16317
153909000,76951,-898,-32755,8416,16380
153911000,76952,2392,-32679,7593,16361
153913000,76953,5658,-32273,6777,16260
153915000,76954,8866,-31541,5975,16077
153917000,76955,11986,-30492,5195,15814
153919000,76956,14984,-29134,4445,15475
153921000,76957,17832,-27483,3733,15062
153923000,76958,20499,-25555,3067,14580
153925000,76959,22960,-23369,2451,14034
153927000,76960,25189,-20947,1894,13428
153929000,76961,27164,-18314,1400,12770
153931000,76962,28865,-15496,975,12065
153933000,76963,30275,-12522,623,11322
153935000,76964,31380,-9422,346,10547
153937000,76965,32168,-6226,149,9748
153939000,76966,32631,-2968,34,8933
153941000,76967,32766,320,0,8111
153943000,76968,32569,3605,49,7290
153945000,76969,32045,6854,180,6478
153947000,76970,31197,10033,392,5683
153949000,76971,30034,13112,683,4913
153951000,76972,28569,16058,1049,4177
153953000,76973,26815,18842,1488,3481
153955000,76974,24791,21436,1994,2832
153957000,76975,22517,23814,2562,2238
153959000,76976,20015,25951,3188,1704
153961000,76977,17312,27827,3863,1235
153963000,76978,14434,29422,4583,836
153965000,76979,11411,30720,5339,511
153967000,76980,8272,31709,6123,264
153969000,76981,5050,32377,6929,97
153971000,76982,1777,32719,7747,12
153973000,76983,-1514,32731,8570,9
153975000,76984,-4789,32413,9389,88
153977000,76985,-8017,31768,10196,249
153979000,76986,-11163,30803,10982,491
153981000,76987,-14197,29526,11741,810
153983000,76988,-17087,27952,12463,1203
153985000,76989,-19806,26096,13143,1667
153987000,76990,-22324,23977,13772,2197
153989000,76991,-24618,21616,14346,2787
153991000,76992,-26663,19037,14857,3432
153993000,76993,-28439,16265,15301,4125
153995000,76994,-29928,13330,15673,4859
153997000,76995,-31115,10261,15970,5626
153999000,76996,-31989,7087,16189,6420
154001000,76997,-32539,3843,16326,7231
154003000,76998,-32762,559,16382,8052
154005000,76999,-32654,-2730,16355,8874
154007000,77000,-32217,-5991,16246,9689
154009000,77001,-31455,-9193,16055,10490
154011000,77002,-30375,-12301,15785,11267
154013000,77003,-28989,-15285,15439,12013
154015000,77004,-27311,-18115,15019,12720
154017000,77005,-25357,-20763,14531,13382
154019000,77006,-23148,-23201,13978,13992
154021000,77007,-20704,-25405,13367,14543
154023000,77008,-18053,-27352,12705,15029
154025000,77009,-15219,-29024,11996,15447
154027000,77010,-12231,-30403,11249,15792
154029000,77011,-9120,-31476,10471,16060
154031000,77012,-5917,-32231,9671,16249
154033000,77013,-2655,-32660,8855,16356
154035000,77014,635,-32761,8033,16382
154037000,77015,3917,-32530,7212,16324
154039000,77016,7161,-31972,6401,16184
154041000,77017,10332,-31091,5608,15964
154043000,77018,13399,-29897,4842,15666
154045000,77019,16331,-28401,4109,15292
154047000,77020,19098,-26619,3417,14846
154049000,77021,21672,-24568,2773,14333
154051000,77022,24028,-22269,2184,13759
154053000,77023,26142,-19746,1656,13128
154055000,77024,27992,-17023,1193,12447
154057000,77025,29559,-14129,802,11724
154059000,77026,30828,-11092,484,10964
154061000,77027,31787,-7943,245,10177
154063000,77028,32424,-4715,85,9370
154065000,77029,32735,-1438,8,8551
154067000,77030,32715,1852,13,7728
154069000,77031,32366,5125,100,6910
154071000,77032,31690,8345,269,6105
154073000,77033,30694,11481,518,5321
154075000,77034,29389,14502,844,4566
154077000,77035,27787,17376,1245,3847
154079000,77036,25905,20075,1715,3173
154081000,77037,23762,22571,2251,2549
154083000,77038,21379,24840,2847,1981
154085000,77039,18780,26858,3496,1477
154087000,77040,15992,28606,4193,1040
154089000,77041,13043,30064,4931,675
154091000,77042,9962,31220,5701,386
154093000,77043,6780,32060,6496,176
154095000,77044,3530,32578,7309,47
154097000,77045,245,32766,8130,0
154099000,77046,-3043,32624,8952,35
154101000,77047,-6300,32153,9766,153
154103000,77048,-9494,31358,10565,352
154105000,77049,-12592,30246,11339,630
154107000,77050,-15562,28830,12082,984
154109000,77051,-18376,27122,12785,1411
154111000,77052,-21005,25141,13443,1906
154113000,77053,-23422,22906,14047,2465
154115000,77054,-25602,20440,14592,3081
154117000,77055,-27524,17768,15072,3749
154119000,77056,-29169,14917,15484,4462
154121000,77057,-30519,11916,15821,5212
154123000,77058,-31562,8794,16082,5993
154125000,77059,-32286,5583,16263,6796
154127000,77060,-32684,2316,16362,7612
154129000,77061,-32753,-974,16380,8435
154131000,77062,-32491,-4254,16314,9255
154133000,77063,-31902,-7492,16167,10064
154135000,77064,-30991,-10654,15939,10855
154137000,77065,-29767,-13708,15633,11618
154139000,77066,-28243,-16624,15252,12347
154141000,77067,-26434,-19373,14800,13035
154143000,77068,-24359,-21926,14281,13673
154145000,77069,-22038,-24258,13701,14256
154147000,77070,-19494,-26345,13065,14778
154149000,77071,-16754,-28166,12380,15233
154151000,77072,-13845,-29704,11653,15617
154153000,77073,-10796,-30942,10890,15927
154155000,77074,-7638,-31867,10101,16158
154157000,77075,-4404,-32471,9292,16309
154159000,77076,-1124,-32748,8472,16378
154161000,77077,2166,-32694,7650,16365
154163000,77078,5435,-32311,6833,16269
154165000,77079,8649,-31602,6029,16092
154167000,77080,11775,-30574,5248,15835
154169000,77081,14783,-29237,4496,15501
154171000,77082,17642,-27606,3781,15093
154173000,77083,20322,-25696,3111,14615
154175000,77084,22798,-23527,2492,14073
154177000,77085,25044,-21120,1930,13471
154179000,77086,27037,-18501,1432,12817
154181000,77087,28758,-15695,1002,12115
154183000,77088,30188,-12731,644,11374
154185000,77089,31314,-9638,363,10601
154187000,77090,32124,-6448,160,9803
154189000,77091,32610,-3193,39,8990
154191000,77092,32767,94,0,8168
154193000,77093,32593,3381,43,7346
154195000,77094,32091,6633,169,6533
154197000,77095,31265,9818,375,5737
154199000,77096,30124,12904,660,4965
154201000,77097,28679,15860,1022,4226
154203000,77098,26944,18656,1455,3527
154205000,77099,24938,21264,1957,2875
154207000,77100,22680,23658,2521,2277
154209000,77101,20194,25812,3143,1738
154211000,77102,17504,27707,3815,1265
154213000,77103,14637,29322,4532,861
154215000,77104,11623,30641,5286,531
154217000,77105,8491,31651,6069,279
154219000,77106,5274,32342,6873,106
154221000,77107,2003,32706,7691,15
154223000,77108,-1288,32741,8513,6
154225000,77109,-4565,32446,9333,80
154227000,77110,-7797,31823,10141,236
154229000,77111,-10950,30879,10929,472
154231000,77112,-13993,29624,11690,785
154233000,77113,-16894,28070,12415,1174
154235000,77114,-19625,26232,13098,1633
154237000,77115,-22158,24131,13731,2159
154239000,77116,-24468,21785,14308,2745
154241000,77117,-26530,19220,14824,3386
154243000,77118,-28326,16461,15273,4076
154245000,77119,-29835,13537,15650,4807
154247000,77120,-31044,10475,15952,5573
154249000,77121,-31939,7308,16176,6364
154251000,77122,-32512,4067,16319,7175
154253000,77123,-32757,785,16381,7995
154255000,77124,-32672,-2504,16359,8817
154257000,77125,-32257,-5769,16256,9634
154259000,77126,-31517,-8975,16071,10435
154261000,77127,-30459,-12091,15806,11214
154263000,77128,-29094,-15085,15465,11963
154265000,77129,-27435,-17927,15050,12673
154267000,77130,-25500,-20587,14566,13338
154269000,77131,-23307,-23041,14018,13952
154271000,77132,-20879,-25261,13411,14507
154273000,77133,-18241,-27227,12752,14998
154275000,77134,-15419,-28919,12046,15421
154277000,77135,-12441,-30318,11302,15771
154279000,77136,-9337,-31412,10526,16044
154281000,77137,-6140,-32189,9726,16239
154283000,77138,-2880,-32641,8911,16352
154285000,77139,408,-32764,8089,16382
154287000,77140,3693,-32557,7268,16331
154289000,77141,6940,-32021,6456,16197
154291000,77142,10117,-31162,5662,15982
154293000,77143,13192,-29989,4893,15689
154295000,77144,16134,-28513,4158,15320
154297000,77145,18914,-26750,3463,14879
154299000,77146,21502,-24717,2816,14371
154301000,77147,23874,-22434,2223,13800
154303000,77148,26005,-19926,1690,13173
154305000,77149,27873,-17216,1223,12495
154307000,77150,29461,-14333,826,11775
154309000,77151,30751,-11305,504,11018
154311000,77152,31731,-8163,259,10232
154313000,77153,32391,-4938,94,9426
154315000,77154,32724,-1664,10,8607
154317000,77155,32727,1627,10,7785
154319000,77156,32400,4901,91,6966
154321000,77157,31746,8126,255,6160
154323000,77158,30772,11269,498,5374
154325000,77159,29488,14299,819,4617
154327000,77160,27906,17184,1215,3895
154329000,77161,26043,19896,1681,3217
154331000,77162,23917,22407,2212,2590
154333000,77163,21550,24692,2804,2018
154335000,77164,18965,26728,3450,1509
154337000,77165,16189,28495,4144,1068
154339000,77166,13250,29974,4879,698
154341000,77167,10177,31150,5647,404
154343000,77168,7001,32013,6441,188
154345000,77169,3755,32553,7253,53
154347000,77170,471,32764,8074,0
154349000,77171,-2818,32645,8896,30
154351000,77172,-6078,32196,9711,142
154353000,77173,-9277,31423,10511,336
154355000,77174,-12382,30333,11287,608
154357000,77175,-15363,28936,12032,957
154359000,77176,-18189,27248,12739,1379
154361000,77177,-20831,25285,13399,1870
154363000,77178,-23263,23067,14007,2425
154365000,77179,-25460,20617,14556,3037
154367000,77180,-27401,17958,15042,3702
154369000,77181,-29065,15118,15458,4412
154371000,77182,-30436,12126,15800,5160
154373000,77183,-31500,9012,16066,5938
154375000,77184,-32246,5806,16253,6740
154377000,77185,-32667,2542,16358,7556
154379000,77186,-32759,-748,16381,8378
154381000,77187,-32520,-4030,16321,9199
154383000,77188,-31953,-7271,16180,10009
154385000,77189,-31064,-10439,15957,10801
154387000,77190,-29861,-13502,15657,11567
154389000,77191,-28357,-16429,15281,12299
154391000,77192,-26567,-19190,14833,12989
154393000,77193,-24509,-21757,14319,13631
154395000,77194,-22204,-24105,13742,14218
154397000,77195,-19675,-26210,13110,14744
154399000,77196,-16948,-28050,12428,15204
154401000,77197,-14049,-29608,11704,15593
154403000,77198,-11009,-30866,10944,15908
154405000,77199,-7858,-31814,10156,16145
154407000,77200,-4628,-32440,9348,16301
154409000,77201,-1350,-32740,8529,16376
154411000,77202,1940,-32709,7706,16369
154413000,77203,5212,-32348,6888,16278
154415000,77204,8430,-31661,6084,16107
154417000,77205,11564,-30654,5300,15855
154419000,77206,14581,-29339,4546,15526
154421000,77207,17451,-27727,3829,15123
154423000,77208,20144,-25836,3155,14650
154425000,77209,22635,-23684,2533,14112
154427000,77210,24897,-21293,1967,13515
154429000,77211,26909,-18687,1464,12863
154431000,77212,28648,-15893,1029,12165
154433000,77213,30099,-12939,667,11426
154435000,77214,31246,-9854,380,10655
154437000,77215,32078,-6670,172,9859
154439000,77216,32587,-3418,45,9046
154441000,77217,32767,-132,0,8224
154443000,77218,32616,3155,37,7403
154445000,77219,32136,6411,157,6589
154447000,77220,31332,9602,358,5791
154449000,77221,30212,12696,638,5017
154451000,77222,28788,15662,994,4276
154453000,77223,27073,18470,1423,3574
154455000,77224,25084,21092,1920,2918
154457000,77225,22843,23501,2481,2316
154459000,77226,20372,25672,3098,1773
154461000,77227,17695,27585,3768,1295
154463000,77228,14839,29220,4482,886
154465000,77229,11834,30560,5233,551
154467000,77230,8709,31592,6014,293
154469000,77231,5497,32305,6817,115
154471000,77232,2229,32692,7634,18
154473000,77233,-1062,32749,8457,4
154475000,77234,-4341,32476,9277,72
154477000,77235,-7577,31876,10086,222
154479000,77236,-10737,30954,10876,453
154481000,77237,-13788,29720,11638,761
154483000,77238,-16700,28186,12366,1145
154485000,77239,-19444,26367,13052,1600
154487000,77240,-21991,24283,13689,2121
154489000,77241,-24317,21954,14271,2703
154491000,77242,-26397,19403,14791,3341
154493000,77243,-28211,16657,15244,4027
154495000,77244,-29741,13742,15627,4756
154497000,77245,-30970,10689,15934,5519
154499000,77246,-31888,7528,16163,6309
154501000,77247,-32483,4291,16312,7119
154503000,77248,-32751,1011,16379,7939
154505000,77249,-32689,-2279,16364,8761
