time,sample,out1_s16,out2_s16,out1_u14,out2_u14
40873000,20433,-16342,-25966,12277,14683
40875000,20434,-13411,-23831,11544,14149
40877000,20435,-10344,-21455,10777,13555
40879000,20436,-7173,-18862,9985,12907
40881000,20437,-3930,-16080,9174,12211
40883000,20438,-647,-13135,8353,11475
40885000,20439,2642,-10057,7531,10706
40887000,20440,5905,-6879,6715,9911
40889000,20441,9108,-3630,5914,9099
40891000,20442,12219,-346,5137,8278
40893000,20443,15207,2943,4390,7456
40895000,20444,18042,6201,3681,6641
40897000,20445,20695,9397,3018,5842
40899000,20446,23139,12499,2407,5067
40901000,20447,25349,15474,1854,4323
40903000,20448,27304,18293,1365,3618
40905000,20449,28983,20928,946,2959
40907000,20450,30370,23351,599,2354
40909000,20451,31451,25539,329,1807
40911000,20452,32215,27470,138,1324
40913000,20453,32653,29123,28,911
40915000,20454,32762,30482,1,571
40917000,20455,32541,31534,56,308
40919000,20456,31991,32268,194,124
40921000,20457,31119,32677,412,22
40923000,20458,29933,32756,708,2
40925000,20459,28445,32504,1080,65
40927000,20460,26670,31925,1524,210
40929000,20461,24626,31023,2035,436
40931000,20462,22333,29809,2608,739
40933000,20463,19816,28294,3237,1118
40935000,20464,17098,26494,3917,1568
40937000,20465,14208,24426,4639,2085
40939000,20466,11175,22112,5398,2663
40941000,20467,8029,19575,6184,3298
40943000,20468,4802,16840,6991,3981
40945000,20469,1526,13936,7810,4707
40947000,20470,-1765,10891,8633,5469
40949000,20471,-5038,7736,9451,6257
40951000,20472,-8260,4503,10256,7066
40953000,20473,-11399,1225,11041,7885
40955000,20474,-14423,-2066,11797,8708
40957000,20475,-17301,-5336,12517,9525
40959000,20476,-20005,-8552,13193,10329
40961000,20477,-22508,-11681,13818,11112
40963000,20478,-24783,-14693,14387,11865
40965000,20479,-26808,-17557,14893,12581
40967000,20480,-28563,-20243,15332,13252
40969000,20481,-30029,-22726,15699,13873
40971000,20482,-31193,-24979,15990,14436
40973000,20483,-32042,-26980,16202,14936
40975000,20484,-32568,-28709,16333,15369
40977000,20485,-32765,-30149,16383,15729
40979000,20486,-32632,-31284,16349,16012
40981000,20487,-32170,-32104,16234,16217
40983000,20488,-31383,-32600,16037,16341
40985000,20489,-30280,-32767,15761,16383
40987000,20490,-28871,-32604,15409,16342
40989000,20491,-27171,-32111,14984,16219
40991000,20492,-25197,-31295,14491,16015
40993000,20493,-22969,-30163,13934,15732
40995000,20494,-20509,-28727,13319,15373
40997000,20495,-17842,-27002,12652,14942
40999000,20496,-14996,-25003,11940,14442
41001000,20497,-11998,-22753,11191,13880
41003000,20498,-8879,-20273,10411,13260
41005000,20499,-5670,-17589,9609,12589
41007000,20500,-2404,-14727,8792,11873
41009000,20501,886,-11716,7970,11120
41011000,20502,4167,-8588,7150,10338
41013000,20503,7406,-5373,6340,9535
41015000,20504,10570,-2103,5549,8717
41017000,20505,13628,1187,4784,7895
41019000,20506,16548,4466,4054,7075
41021000,20507,19302,7699,3366,6267
41023000,20508,21860,10855,2726,5478
41025000,20509,24198,13902,2142,4716
41027000,20510,26292,16808,1618,3989
41029000,20511,28121,19545,1161,3305
41031000,20512,29667,22084,775,2670
41033000,20513,30912,24401,463,2091
41035000,20514,31847,26471,230,1574
41037000,20515,32460,28275,76,1123
41039000,20516,32745,29793,5,743
41041000,20517,32700,31011,16,439
41043000,20518,32326,31916,110,212
41045000,20519,31625,32499,285,67
41047000,20520,30605,32755,540,3
41049000,20521,29277,32680,872,21
41051000,20522,27653,32275,1278,123
41053000,20523,25750,31545,1754,305
41055000,20524,23588,30496,2294,567
41057000,20525,21188,29140,2894,906
41059000,20526,18574,27490,3548,1319
41061000,20527,15772,25563,4248,1801
41063000,20528,12812,23378,4988,2347
41065000,20529,9722,20957,5761,2952
41067000,20530,6534,18324,6558,3610
41069000,20531,3281,15507,7371,4315
41071000,20532,-6,12534,8193,5058
41073000,20533,-3293,9434,9015,5833
41075000,20534,-6547,6238,9828,6632
41077000,20535,-9734,2980,10625,7446
41079000,20536,-12823,-308,11397,8268
41081000,20537,-15783,-3593,12137,9090
41083000,20538,-18584,-6842,12837,9902
41085000,20539,-21197,-10022,13491,10697
41087000,20540,-23597,-13100,14091,11466
41089000,20541,-25758,-16047,14631,12203
41091000,20542,-27660,-18832,15106,12899
41093000,20543,-29282,-21426,15512,13548
41095000,20544,-30610,-23805,15844,14143
41097000,20545,-31628,-25943,16098,14677
41099000,20546,-32328,-27820,16273,15146
41101000,20547,-32701,-29416,16367,15545
41103000,20548,-32745,-30716,16378,15870
41105000,20549,-32458,-31706,16306,16118
41107000,20550,-31844,-32375,16152,16285
41109000,20551,-30908,-32719,15918,16371
41111000,20552,-29661,-32732,15607,16374
41113000,20553,-28115,-32415,15220,16295
41115000,20554,-26285,-31771,14763,16134
41117000,20555,-24190,-30807,14239,15893
41119000,20556,-21851,-29532,13654,15574
41121000,20557,-19291,-27959,13014,15181
41123000,20558,-16537,-26104,12326,14717
41125000,20559,-13617,-23985,11596,14188
41127000,20560,-10558,-21625,10831,13598
41129000,20561,-7394,-19047,10040,12953
41131000,20562,-4154,-16276,9230,12260
41133000,20563,-873,-13342,8410,11527
41135000,20564,2417,-10272,7587,10759
41137000,20565,5682,-7100,6771,9966
41139000,20566,8891,-3855,5969,9155
41141000,20567,12009,-572,5189,8334
41143000,20568,15007,2717,4440,7512
41145000,20569,17853,5979,3728,6697
41147000,20570,20519,9181,3062,5896
41149000,20571,22978,12289,2447,5119
41151000,20572,25205,15274,1890,4373
41153000,20573,27178,18105,1397,3665
41155000,20574,28877,20753,972,3003
41157000,20575,30285,23192,620,2393
41159000,20576,31387,25397,345,1842
41161000,20577,32172,27346,148,1355
41163000,20578,32633,29018,33,937
41165000,20579,32765,30399,0,592
41167000,20580,32567,31472,50,323
41169000,20581,32040,32228,181,134
41171000,20582,31189,32659,394,27
41173000,20583,30024,32761,685,1
41175000,20584,28556,32532,1052,58
41177000,20585,26801,31975,1491,198
41179000,20586,24774,31095,1998,418
41181000,20587,22498,29902,2567,716
41183000,20588,19995,28407,3193,1090
41185000,20589,17291,26626,3869,1535
41187000,20590,14412,24576,4588,2047
41189000,20591,11387,22278,5345,2622
41191000,20592,8248,19756,6129,3252
41193000,20593,5025,17034,6935,3933
41195000,20594,1752,14140,7753,4656
41197000,20595,-1539,11104,8576,5415
41199000,20596,-4814,7956,9395,6202
41201000,20597,-8041,4727,10202,7010
41203000,20598,-11187,1451,10988,7829
41205000,20599,-14219,-1840,11746,8651
41207000,20600,-17109,-5112,12469,9469
41209000,20601,-19826,-8333,13148,10275
41211000,20602,-22343,-11470,13777,11059
41213000,20603,-24634,-14491,14350,11814
41215000,20604,-26677,-17365,14861,12533
41217000,20605,-28451,-20065,15304,13208
41219000,20606,-29938,-22562,15676,13832
41221000,20607,-31123,-24832,15972,14399
41223000,20608,-31994,-26851,16190,14904
41225000,20609,-32542,-28600,16327,15341
41227000,20610,-32762,-30059,16382,15706
41229000,20611,-32652,-31216,16354,15995
41231000,20612,-32212,-32058,16244,16206
41233000,20613,-31448,-32576,16053,16335
41235000,20614,-30366,-32766,15783,16383
41237000,20615,-28977,-32625,15436,16348
41239000,20616,-27297,-32156,15016,16230
41241000,20617,-25341,-31362,14527,16032
41243000,20618,-23130,-30251,13974,15754
41245000,20619,-20685,-28835,13363,15400
41247000,20620,-18032,-27129,12699,14974
41249000,20621,-15196,-25149,11990,14479
41251000,20622,-12208,-22915,11243,13920
41253000,20623,-9096,-20450,10465,13304
41255000,20624,-5893,-17779,9665,12636
41257000,20625,-2630,-14929,8849,11924
41259000,20626,660,-11927,8026,11173
41261000,20627,3942,-8806,7206,10393
41263000,20628,7185,-5596,6395,9590
41265000,20629,10356,-2329,5602,8774
41267000,20630,13422,961,4836,7951
41269000,20631,16353,4242,4103,7131
41271000,20632,19118,7479,3412,6322
41273000,20633,21691,10642,2769,5531
41275000,20634,24045,13697,2180,4767
41277000,20635,26157,16613,1652,4038
41279000,20636,28005,19362,1190,3351
41281000,20637,29570,21916,799,2712
41283000,20638,30837,24249,482,2129
41285000,20639,31793,26337,243,1607
41287000,20640,32428,28160,84,1151
41289000,20641,32736,29698,7,767
41291000,20642,32714,30937,13,457
41293000,20643,32362,31864,101,225
41295000,20644,31683,32470,271,74
41297000,20645,30685,32748,520,4
41299000,20646,29378,32695,847,18
41301000,20647,27774,32313,1248,113
41303000,20648,25890,31605,1719,290
41305000,20649,23744,30578,2255,547
41307000,20650,21360,29243,2851,881
41309000,20651,18759,27613,3502,1288
41311000,20652,15970,25704,4199,1765
41313000,20653,13020,23536,4936,2307
41315000,20654,9938,21130,5707,2909
41317000,20655,6756,18511,6502,3564
41319000,20656,3505,15706,7315,4265
41321000,20657,220,12742,8136,5006
41323000,20658,-3068,9650,8958,5779
41325000,20659,-6325,6460,9773,6576
41327000,20660,-9518,3205,10571,7390
41329000,20661,-12615,-82,11345,8212
41331000,20662,-15585,-3368,12088,9033
41333000,20663,-18397,-6620,12791,9846
41335000,20664,-21024,-9806,13447,10643
41337000,20665,-23439,-12893,14051,11415
41339000,20666,-25618,-15849,14596,12154
41341000,20667,-27538,-18646,15076,12853
41343000,20668,-29180,-21255,15486,13505
41345000,20669,-30528,-23649,15823,14104
41347000,20670,-31568,-25805,16083,14643
41349000,20671,-32290,-27700,16264,15116
41351000,20672,-32686,-29316,16363,15520
41353000,20673,-32752,-30636,16379,15850
41355000,20674,-32488,-31648,16313,16103
41357000,20675,-31896,-32340,16165,16276
41359000,20676,-30983,-32706,15937,16368
41361000,20677,-29757,-32742,15631,16377
41363000,20678,-28230,-32447,15249,16303
41365000,20679,-26419,-31826,14796,16148
41367000,20680,-24342,-30883,14277,15912
41369000,20681,-22019,-29629,13696,15599
41371000,20682,-19474,-28076,13060,15210
41373000,20683,-16732,-26240,12374,14751
41375000,20684,-13822,-24139,11647,14226
41377000,20685,-10772,-21795,10884,13640
41379000,20686,-7614,-19230,10095,12999
41381000,20687,-4379,-16472,9286,12309
41383000,20688,-1099,-13548,8466,11578
41385000,20689,2191,-10487,7644,10813
41387000,20690,5459,-7320,6827,10021
41389000,20691,8673,-4080,6023,9211
41391000,20692,11799,-798,5242,8391
41393000,20693,14805,2492,4490,7568
41395000,20694,17663,5757,3776,6752
41397000,20695,20342,8963,3106,5951
41399000,20696,22816,12079,2487,5172
41401000,20697,25060,15074,1926,4423
41403000,20698,27051,17916,1429,3712
41405000,20699,28770,20578,999,3047
41407000,20700,30198,23032,642,2433
41409000,20701,31321,25253,361,1878
41411000,20702,32129,27220,159,1386
41413000,20703,32612,28913,38,963
41415000,20704,32767,30313,0,613
41417000,20705,32591,31408,44,339
41419000,20706,32086,32187,170,145
41421000,20707,31258,32640,377,31
41423000,20708,30114,32764,663,0
41425000,20709,28667,32558,1025,52
41427000,20710,26930,32024,1459,185
41429000,20711,24922,31166,1961,400
41431000,20712,22662,29994,2526,693
41433000,20713,20174,28519,3148,1062
41435000,20714,17482,26757,3821,1502
41437000,20715,14614,24725,4538,2010
41439000,20716,11599,22444,5292,2580
41441000,20717,8467,19936,6075,3207
41443000,20718,5249,17227,6879,3885
41445000,20719,1978,14344,7697,4605
41447000,20720,-1313,11316,8520,5362
41449000,20721,-4590,8175,9339,6148
41451000,20722,-7821,4951,10147,6954
41453000,20723,-10974,1677,10935,7772
41455000,20724,-14015,-1614,11695,8595
41457000,20725,-16916,-4889,12420,9414
41459000,20726,-19645,-8114,13103,10220
41461000,20727,-22177,-11257,13736,11006
41463000,20728,-24484,-14287,14312,11763
41465000,20729,-26545,-17173,14828,12485
41467000,20730,-28338,-19886,15276,13163
41469000,20731,-29845,-22398,15653,13791
41471000,20732,-31052,-24684,15954,14362
41473000,20733,-31944,-26721,16177,14872
41475000,20734,-32515,-28488,16320,15313
41477000,20735,-32758,-29969,16381,15684
41479000,20736,-32670,-31147,16359,15978
41481000,20737,-32253,-32010,16255,16194
41483000,20738,-31510,-32551,16069,16329
41485000,20739,-30450,-32764,15804,16382
41487000,20740,-29082,-32646,15462,16353
41489000,20741,-27421,-32198,15047,16241
41491000,20742,-25484,-31426,14562,16048
41493000,20743,-23289,-30337,14014,15776
41495000,20744,-20860,-28942,13406,15427
41497000,20745,-18220,-27255,12746,15005
41499000,20746,-15396,-25293,12040,14515
41501000,20747,-12417,-23076,11296,13960
41503000,20748,-9313,-20626,10520,13348
41505000,20749,-6115,-17969,9720,12684
41507000,20750,-2855,-15129,8905,11974
41509000,20751,434,-12138,8083,11226
41511000,20752,3718,-9024,7262,10447
41513000,20753,6965,-5818,6450,9646
41515000,20754,10141,-2555,5656,8830
41517000,20755,13215,735,4888,8008
41519000,20756,16156,4017,4152,7187
41521000,20757,18934,7259,3458,6377
41523000,20758,21521,10427,2811,5585
41525000,20759,23891,13491,2219,4819
41527000,20760,26020,16418,1686,4087
41529000,20761,27886,19180,1220,3396
41531000,20762,29472,21748,823,2754
41533000,20763,30760,24096,501,2167
41535000,20764,31737,26202,257,1641
41537000,20765,32395,28044,93,1180
41539000,20766,32725,29602,10,791
41541000,20767,32726,30862,10,476
41543000,20768,32397,31811,92,239
41545000,20769,31740,32439,256,82
41547000,20770,30764,32739,500,7
41549000,20771,29477,32710,822,14
41551000,20772,27893,32350,1218,104
41553000,20773,26028,31664,1684,275
41555000,20774,23900,30659,2216,527
41557000,20775,21531,29344,2809,855
41559000,20776,18944,27734,3455,1258
41561000,20777,16167,25843,4150,1731
41563000,20778,13227,23692,4885,2268
41565000,20779,10153,21302,5653,2866
41567000,20780,6977,18698,6447,3517
41569000,20781,3730,15904,7259,4215
41571000,20782,446,12950,8080,4954
41573000,20783,-2843,9866,8902,5725
41575000,20784,-6103,6682,9717,6521
41577000,20785,-9301,3430,10517,7334
41579000,20786,-12406,145,11293,8155
41581000,20787,-15385,-3143,12038,8977
41583000,20788,-18210,-6399,12744,9791
41585000,20789,-20850,-9590,13404,10589
41587000,20790,-23281,-12684,14012,11362
41589000,20791,-25476,-15651,14560,12104
41591000,20792,-27415,-18460,15045,12806
41593000,20793,-29077,-21082,15461,13462
41595000,20794,-30445,-23492,15803,14064
41597000,20795,-31507,-25665,16068,14608
41599000,20796,-32251,-27579,16254,15086
41601000,20797,-32669,-29214,16359,15495
41603000,20798,-32758,-30556,16381,15830
41605000,20799,-32517,-31588,16321,16088
41607000,20800,-31947,-32303,16178,16267
41609000,20801,-31056,-32691,15955,16364
41611000,20802,-29851,-32750,15654,16379
41613000,20803,-28345,-32478,15278,16311
41615000,20804,-26553,-31879,14830,16161
41617000,20805,-24493,-30958,14315,15931
41619000,20806,-22186,-29725,13738,15623
41621000,20807,-19655,-28192,13105,15239
41623000,20808,-16926,-26375,12423,14785
41625000,20809,-14027,-24291,11698,14264
41627000,20810,-10986,-21963,10938,13682
41629000,20811,-7834,-19413,10150,13045
41631000,20812,-4603,-16667,9342,12358
41633000,20813,-1325,-13754,8523,11630
41635000,20814,1965,-10701,7700,10867
41637000,20815,5236,-7541,6882,10077
41639000,20816,8454,-4304,6078,9267
41641000,20817,11587,-1024,5295,8447
41643000,20818,14603,2266,4541,7625
41645000,20819,17472,5534,3823,6808
41647000,20820,20164,8745,3150,6005
41649000,20821,22653,11869,2528,5224
41651000,20822,24914,14873,1963,4473
41653000,20823,26923,17726,1461,3760
41655000,20824,28661,20401,1026,3091
41657000,20825,30109,22870,664,2474
41659000,20826,31254,25109,378,1914
41661000,20827,32084,27094,170,1418
41663000,20828,32590,28806,44,990
41665000,20829,32767,30227,0,635
41667000,20830,32613,31343,38,356
41669000,20831,32131,32144,159,155
41671000,20832,31325,32620,360,36
41673000,20833,30203,32766,641,0
41675000,20834,28776,32583,997,46
41677000,20835,27058,32071,1427,174
41679000,20836,25068,31235,1924,383
41681000,20837,22825,30084,2485,670
41683000,20838,20352,28630,3103,1034
41685000,20839,17673,26887,3773,1470
41687000,20840,14817,24873,4487,1973
41689000,20841,11810,22608,5239,2539
41691000,20842,8685,20115,6020,3163
41693000,20843,5472,17419,6823,3837
41695000,20844,2204,14547,7640,4555
41697000,20845,-1087,11528,8463,5309
41699000,20846,-4366,8394,9283,6093
41701000,20847,-7602,5174,10092,6898
41703000,20848,-10760,1903,10881,7716
41705000,20849,-13811,-1388,11644,8538
41707000,20850,-16721,-4665,12372,9358
41709000,20851,-19464,-7895,13057,10165
41711000,20852,-22010,-11045,13694,10953
41713000,20853,-24334,-14083,14275,11712
41715000,20854,-26412,-16980,14794,12436
41717000,20855,-28224,-19706,15247,13118
41719000,20856,-29751,-22232,15629,13749
41721000,20857,-30979,-24534,15936,14325
41723000,20858,-31893,-26589,16165,14839
41725000,20859,-32486,-28376,16313,15285
41727000,20860,-32752,-29876,16379,15660
41729000,20861,-32687,-31076,16363,15960
41731000,20862,-32292,-31961,16264,16182
41733000,20863,-31572,-32524,16084,16322
41735000,20864,-30533,-32760,15825,16381
41737000,20865,-29186,-32664,15488,16357
41739000,20866,-27545,-32240,15078,16251
41741000,20867,-25626,-31490,14598,16064
41743000,20868,-23448,-30422,14053,15797
41745000,20869,-21034,-29048,13450,15453
41747000,20870,-18408,-27380,12793,15036
41749000,20871,-15596,-25437,12090,14551
41751000,20872,-12626,-23236,11348,14000
41753000,20873,-9530,-20802,10574,13392
41755000,20874,-6337,-18157,9776,12731
41757000,20875,-3080,-15330,8961,12024
41759000,20876,207,-12348,8140,11278
41761000,20877,3493,-9241,7318,10502
41763000,20878,6743,-6041,6506,9702
41765000,20879,9926,-2780,5710,8886
41767000,20880,13008,509,4939,8064
41769000,20881,15959,3793,4202,7243
41771000,20882,18749,7038,3504,6432
41773000,20883,21350,10213,2854,5638
41775000,20884,23736,13284,2257,4870
41777000,20885,25882,16222,1721,4136
41779000,20886,27767,18996,1250,3442
41781000,20887,29372,21578,848,2797
41783000,20888,30681,23943,521,2206
41785000,20889,31680,26066,271,1675
41787000,20890,32360,27926,101,1210
41789000,20891,32713,29504,13,815
41791000,20892,32737,30785,7,495
41793000,20893,32430,31756,84,252
41795000,20894,31796,32406,242,90
41797000,20895,30841,32729,481,9
41799000,20896,29575,32722,798,11
41801000,20897,28011,32385,1189,95
41803000,20898,26164,31721,1650,261
41805000,20899,24054,30738,2178,507
41807000,20900,21701,29444,2766,830
41809000,20901,19129,27853,3409,1228
41811000,20902,16364,25982,4100,1696
41813000,20903,13433,23848,4833,2229
41815000,20904,10368,21474,5599,2823
41817000,20905,7198,18883,6392,3471
41819000,20906,3955,16102,7203,4166
41821000,20907,672,13158,8023,4902
41823000,20908,-2617,10081,8846,5671
41825000,20909,-5880,6903,9661,6466
41827000,20910,-9084,3655,10462,7278
41829000,20911,-12196,371,11240,8099
41831000,20912,-15185,-2918,11988,8921
41833000,20913,-18021,-6177,12697,9736
41835000,20914,-20675,-9373,13360,10535
41837000,20915,-23121,-12476,13972,11310
41839000,20916,-25333,-15452,14525,12054
41841000,20917,-27290,-18272,15014,12759
41843000,20918,-28972,-20908,15434,13418
41845000,20919,-30361,-23334,15782,14025
41847000,20920,-31444,-25523,16052,14572
41849000,20921,-32210,-27456,16244,15055
41851000,20922,-32651,-29111,16354,15469
41853000,20923,-32763,-30473,16382,15810
41855000,20924,-32544,-31528,16327,16073
41857000,20925,-31997,-32264,16191,16257
41859000,20926,-31127,-32675,15973,16360
41861000,20927,-29943,-32756,15677,16380
41863000,20928,-28457,-32507,15306,16318
41865000,20929,-26684,-31930,14862,16174
41867000,20930,-24642,-31031,14352,15949
41869000,20931,-22352,-29819,13779,15646
41871000,20932,-19836,-28307,13150,15268
41873000,20933,-17120,-26508,12471,14818
41875000,20934,-14231,-24443,11749,14302
41877000,20935,-11198,-22130,10991,13724
41879000,20936,-8053,-19595,10205,13090
41881000,20937,-4827,-16862,9398,12407
41883000,20938,-1551,-13959,8579,11681
41885000,20939,1740,-10915,7756,10920
41887000,20940,5013,-7760,6938,10131
41889000,20941,8236,-4528,6132,9323
41891000,20942,11375,-1250,5348,8504
41893000,20943,14400,2041,4591,7681
41895000,20944,17280,5311,3871,6864
41897000,20945,19985,8527,3195,6060
41899000,20946,22489,11658,2569,5277
41901000,20947,24766,14671,2000,4524
41903000,20948,26793,17536,1493,3807
41905000,20949,28550,20224,1054,3135
41907000,20950,30019,22708,687,2514
41909000,20951,31185,24963,395,1951
41911000,20952,32037,26966,182,1450
41913000,20953,32565,28697,50,1017
41915000,20954,32765,30139,0,657
41917000,20955,32635,31277,33,372
41919000,20956,32175,32099,148,167
41921000,20957,31391,32597,344,42
41923000,20958,30290,32767,619,0
41925000,20959,28883,32606,971,40
41927000,20960,27185,32116,1395,162
41929000,20961,25213,31303,1888,366
41931000,20962,22987,30173,2445,648
41933000,20963,20529,28739,3059,1007
41935000,20964,17863,27016,3726,1437
41937000,20965,15018,25020,4437,1936
41939000,20966,12021,22771,5186,2499
41941000,20967,8903,20293,5966,3118
41943000,20968,5695,17610,6768,3789
41945000,20969,2429,14749,7584,4504
41947000,20970,-861,11740,8407,5256
41949000,20971,-4142,8612,9227,6038
41951000,20972,-7381,5398,10037,6842
41953000,20973,-10546,2128,10828,7659
41955000,20974,-13605,-1162,11593,8482
41957000,20975,-16527,-4441,12323,9302
41959000,20976,-19281,-7675,13012,10110
41961000,20977,-21842,-10832,13652,10899
41963000,20978,-24181,-13879,14237,11661
41965000,20979,-26277,-16786,14761,12388
41967000,20980,-28108,-19524,15218,13072
41969000,20981,-29656,-22065,15605,13708
41971000,20982,-30904,-24384,15917,14287
41973000,20983,-31841,-26457,16152,14806
41975000,20984,-32456,-28262,16305,15257
41977000,20985,-32744,-29783,16377,15637
41979000,20986,-32702,-31003,16367,15942
41981000,20987,-32330,-31911,16274,16169
41983000,20988,-31631,-32496,16099,16315
41985000,20989,-30614,-32754,15845,16380
41987000,20990,-29288,-32681,15513,16362
41989000,20991,-27666,-32279,15108,16261
41991000,20992,-25766,-31551,14633,16079
41993000,20993,-23605,-30505,14093,15818
41995000,20994,-21207,-29152,13493,15479
41997000,20995,-18594,-27504,12840,15067
41999000,20996,-15794,-25578,12140,14586
42001000,20997,-12835,-23395,11400,14040
42003000,20998,-9746,-20976,10628,13435
42005000,20999,-6559,-18345,9831,12778
42007000,21000,-3306,-15529,9018,12074
42009000,21001,-19,-12557,8196,11331
42011000,21002,3268,-9458,7374,10556
42013000,21003,6522,-6263,6561,9757
42015000,21004,9710,-3005,5764,8943
42017000,21005,12800,283,4991,8121
42019000,21006,15761,3568,4251,7299
42021000,21007,18563,6817,3551,6487
42023000,21008,21178,9998,2897,5692
42025000,21009,23579,13077,2297,4922
42027000,21010,25743,16025,1756,4185
42029000,21011,27646,18811,1280,3489
42031000,21012,29271,21407,874,2840
42033000,21013,30601,23788,541,2244
42035000,21014,31622,25928,286,1709
42037000,21015,32324,27807,110,1240
42039000,21016,32699,29405,17,840
42041000,21017,32745,30707,5,515
42043000,21018,32461,31699,76,267
42045000,21019,31850,32372,229,98
42047000,21020,30917,32717,462,12
42049000,21021,29672,32733,773,8
42051000,21022,28128,32419,1159,87
42053000,21023,26300,31777,1616,247
42055000,21024,24207,30815,2140,488
42057000,21025,21870,29543,2724,806
42059000,21026,19312,27972,3363,1198
42061000,21027,16559,26119,4052,1662
42063000,21028,13639,24003,4782,2191
42065000,21029,10582,21644,5546,2780
42067000,21030,7418,19067,6337,3425
42069000,21031,4179,16298,7147,4117
42071000,21032,898,13365,7967,4850
42073000,21033,-2392,10296,8789,5617
42075000,21034,-5658,7124,9606,6410
42077000,21035,-8866,3880,10408,7221
42079000,21036,-11986,597,11188,8042
42081000,21037,-14984,-2692,11937,8864
42083000,21038,-17832,-5954,12649,9680
42085000,21039,-20499,-9156,13316,10480
42087000,21040,-22960,-12266,13931,11258
42089000,21041,-25189,-15252,14489,12004
42091000,21042,-27164,-18084,14982,12712
42093000,21043,-28865,-20734,15408,13375
42095000,21044,-30275,-23174,15760,13985
42097000,21045,-31380,-25381,16036,14537
42099000,21046,-32168,-27332,16233,15024
42101000,21047,-32631,-29007,16349,15443
42103000,21048,-32766,-30389,16383,15789
42105000,21049,-32569,-31465,16334,16058
42107000,21050,-32045,-32224,16203,16247
42109000,21051,-31197,-32657,15991,16356
42111000,21052,-30034,-32761,15700,16382
42113000,21053,-28569,-32535,15334,16325
42115000,21054,-26815,-31980,14895,16186
42117000,21055,-24791,-31103,14389,15967
42119000,21056,-22517,-29912,13821,15669
42121000,21057,-20015,-28420,13195,15296
42123000,21058,-17312,-26641,12519,14852
42125000,21059,-14434,-24593,11800,14340
42127000,21060,-11411,-22297,11044,13766
42129000,21061,-8272,-19776,10259,13135
42131000,21062,-5050,-17055,9454,12455
42133000,21063,-1777,-14163,8636,11732
42135000,21064,1514,-11128,7813,10973
42137000,21065,4789,-7980,6994,10186
42139000,21066,8017,-4752,6187,9379
42141000,21067,11163,-1476,5401,8560
42143000,21068,14197,1815,4642,7738
42145000,21069,17087,5087,3920,6920
42147000,21070,19806,8309,3240,6114
42149000,21071,22324,11446,2610,5330
42151000,21072,24618,14468,2037,4574
42153000,21073,26663,17344,1526,3855
42155000,21074,28439,20045,1082,3180
42157000,21075,29928,22544,709,2555
42159000,21076,31115,24816,413,1987
42161000,21077,31989,26837,194,1482
42163000,21078,32539,28587,57,1045
42165000,21079,32762,30049,1,679
42167000,21080,32654,31208,28,389
42169000,21081,32217,32053,137,178
42171000,21082,31455,32574,328,48
42173000,21083,30375,32766,598,0
42175000,21084,28989,32628,944,34
42177000,21085,27311,32160,1364,151
42179000,21086,25357,31369,1852,349
42181000,21087,23148,30261,2404,626
42183000,21088,20704,28847,3015,980
42185000,21089,18053,27143,3678,1406
42187000,21090,15219,25165,4387,1900
42189000,21091,12231,22933,5134,2458
42191000,21092,9120,20470,5911,3074
42193000,21093,5917,17800,6712,3741
42195000,21094,2655,14951,7528,4454
42197000,21095,-635,11951,8350,5204
42199000,21096,-3917,8830,9171,5984
42201000,21097,-7161,5620,9982,6786
42203000,21098,-10332,2354,10774,7603
42205000,21099,-13399,-936,11541,8425
42207000,21100,-16331,-4217,12274,9246
42209000,21101,-19098,-7455,12966,10055
42211000,21102,-21672,-10618,13609,10846
42213000,21103,-24028,-13674,14198,11610
42215000,21104,-26142,-16592,14727,12339
42217000,21105,-27992,-19342,15189,13027
42219000,21106,-29559,-21898,15581,13666
42221000,21107,-30828,-24232,15898,14249
42223000,21108,-31787,-26322,16138,14772
42225000,21109,-32424,-28147,16297,15228
42227000,21110,-32735,-29688,16375,15613
42229000,21111,-32715,-30929,16370,15924
42231000,21112,-32366,-31858,16283,16156
42233000,21113,-31690,-32466,16114,16308
42235000,21114,-30694,-32747,15865,16378
42237000,21115,-29389,-32697,15539,16366
42239000,21116,-27787,-32317,15138,16271
42241000,21117,-25905,-31612,14668,16094
42243000,21118,-23762,-30587,14132,15838
42245000,21119,-21379,-29254,13536,15505
42247000,21120,-18780,-27626,12886,15098
42249000,21121,-15992,-25719,12189,14621
42251000,21122,-13043,-23553,11452,14080
42253000,21123,-9962,-21149,10682,13479
42255000,21124,-6780,-18532,9886,12824
42257000,21125,-3530,-15728,9074,12123
42259000,21126,-245,-12765,8253,11383
42261000,21127,3043,-9674,7431,10610
42263000,21128,6300,-6485,6616,9813
42265000,21129,9494,-3230,5818,8999
42267000,21130,12592,57,5043,8177
42269000,21131,15562,3343,4301,7356
42271000,21132,18376,6596,3597,6542
42273000,21133,21005,9782,2940,5746
42275000,21134,23422,12870,2336,4974
42277000,21135,25602,15827,1791,4235
42279000,21136,27524,18625,1310,3535
42281000,21137,29169,21236,899,2882
42283000,21138,30519,23632,562,2283
42285000,21139,31562,25789,301,1744
42287000,21140,32286,27687,120,1270
42289000,21141,32684,29305,20,865
42291000,21142,32753,30628,3,534
42293000,21143,32491,31641,69,281
42295000,21144,31902,32336,216,107
