-1.000000, 0.055164, 0.055164
-0.999000, 0.058337, 0.058324
-0.998000, 0.058179, 0.058152
-0.997000, 0.058948, 0.058908
-0.996000, 0.059082, 0.059029
-0.995000, 0.059155, 0.059090
-0.994000, 0.059399, 0.059321
-0.993000, 0.060181, 0.060089
-0.992000, 0.059216, 0.059111
-0.991000, 0.059998, 0.059879
-0.990000, 0.060364, 0.060232
-0.989000, 0.060510, 0.060366
-0.988000, 0.060010, 0.059852
-0.987000, 0.060034, 0.059863
-0.986000, 0.060364, 0.060180
-0.985000, 0.059705, 0.059508
-0.984000, 0.060510, 0.060300
-0.983000, 0.059875, 0.059652
-0.982000, 0.060815, 0.060579
-0.981000, 0.060315, 0.060065
-0.980000, 0.060168, 0.059906
-0.979000, 0.060620, 0.060344
-0.978000, 0.060083, 0.059794
-0.977000, 0.060840, 0.060538
-0.976000, 0.060376, 0.060061
-0.975000, 0.060510, 0.060182
-0.974000, 0.060107, 0.059766
-0.973000, 0.060681, 0.060326
-0.972000, 0.060559, 0.060191
-0.971000, 0.060376, 0.059995
-0.970000, 0.060840, 0.060446
-0.969000, 0.060706, 0.060298
-0.968000, 0.060718, 0.060297
-0.967000, 0.060266, 0.059833
-0.966000, 0.060754, 0.060308
-0.965000, 0.060583, 0.060124
-0.964000, 0.060876, 0.060404
-0.963000, 0.060449, 0.059963
-0.962000, 0.060413, 0.059913
-0.961000, 0.061279, 0.060767
-0.960000, 0.060571, 0.060046
-0.959000, 0.061316, 0.060777
-0.958000, 0.060657, 0.060105
-0.957000, 0.060596, 0.060031
-0.956000, 0.060815, 0.060237
-0.955000, 0.060974, 0.060383
-0.954000, 0.060681, 0.060077
-0.953000, 0.061230, 0.060613
-0.952000, 0.060889, 0.060258
-0.951000, 0.060730, 0.060086
-0.950000, 0.060840, 0.060183
-0.949000, 0.060754, 0.060084
-0.948000, 0.060742, 0.060059
-0.947000, 0.060449, 0.059753
-0.946000, 0.060339, 0.059630
-0.945000, 0.052686, 0.051963
-0.944000, 0.060583, 0.059848
-0.943000, 0.060486, 0.059737
-0.942000, 0.060889, 0.060127
-0.941000, 0.060559, 0.059784
-0.940000, 0.060583, 0.059795
-0.939000, 0.060425, 0.059623
-0.938000, 0.060864, 0.060050
-0.937000, 0.060266, 0.059439
-0.936000, 0.060486, 0.059645
-0.935000, 0.060901, 0.060047
-0.934000, 0.060742, 0.059875
-0.933000, 0.060034, 0.059154
-0.932000, 0.060474, 0.059580
-0.931000, 0.060779, 0.059872
-0.930000, 0.061047, 0.060128
-0.929000, 0.061682, 0.060749
-0.928000, 0.060950, 0.060004
-0.927000, 0.060913, 0.059954
-0.926000, 0.060388, 0.059416
-0.925000, 0.060278, 0.059293
-0.924000, 0.060449, 0.059451
-0.923000, 0.061060, 0.060048
-0.922000, 0.060474, 0.059449
-0.921000, 0.060486, 0.059448
-0.920000, 0.060608, 0.059557
-0.919000, 0.060669, 0.059605
-0.918000, 0.060498, 0.059421
-0.917000, 0.060229, 0.059139
-0.916000, 0.060193, 0.059089
-0.915000, 0.060962, 0.059845
-0.914000, 0.060596, 0.059466
-0.913000, 0.060596, 0.059453
-0.912000, 0.060510, 0.059354
-0.911000, 0.061243, 0.060074
-0.910000, 0.060327, 0.059145
-0.909000, 0.060193, 0.058997
-0.908000, 0.059985, 0.058777
-0.907000, 0.059680, 0.058458
-0.906000, 0.059692, 0.058458
-0.905000, 0.060181, 0.058933
-0.904000, 0.060339, 0.059078
-0.903000, 0.059741, 0.058467
-0.902000, 0.060547, 0.059259
-0.901000, 0.059631, 0.058331
-0.900000, 0.059973, 0.058659
-0.899000, 0.059924, 0.058598
-0.898000, 0.060278, 0.058938
-0.897000, 0.059998, 0.058644
-0.896000, 0.060364, 0.058998
-0.895000, 0.059912, 0.058533
-0.894000, 0.059973, 0.058581
-0.893000, 0.060046, 0.058641
-0.892000, 0.059412, 0.057993
-0.891000, 0.059900, 0.058468
-0.890000, 0.059534, 0.058089
-0.889000, 0.059607, 0.058149
-0.888000, 0.059326, 0.057855
-0.887000, 0.059485, 0.058000
-0.886000, 0.058667, 0.057169
-0.885000, 0.059119, 0.057608
-0.884000, 0.058936, 0.057412
-0.883000, 0.058850, 0.057313
-0.882000, 0.058923, 0.057373
-0.881000, 0.059351, 0.057787
-0.880000, 0.058618, 0.057042
-0.879000, 0.058508, 0.056919
-0.878000, 0.058435, 0.056832
-0.877000, 0.057971, 0.056355
-0.876000, 0.058667, 0.057038
-0.875000, 0.059167, 0.057525
-0.874000, 0.058191, 0.056536
-0.873000, 0.058606, 0.056938
-0.872000, 0.058081, 0.056400
-0.871000, 0.057434, 0.055739
-0.870000, 0.057471, 0.055763
-0.869000, 0.057446, 0.055725
-0.868000, 0.058276, 0.056542
-0.867000, 0.057568, 0.055821
-0.866000, 0.057507, 0.055747
-0.865000, 0.057751, 0.055978
-0.864000, 0.057520, 0.055733
-0.863000, 0.056360, 0.054560
-0.862000, 0.057214, 0.055401
-0.861000, 0.057520, 0.055694
-0.860000, 0.060889, 0.059050
-0.859000, 0.056787, 0.054935
-0.858000, 0.056812, 0.054946
-0.857000, 0.056958, 0.055079
-0.856000, 0.056152, 0.054261
-0.855000, 0.055957, 0.054052
-0.854000, 0.056262, 0.054344
-0.853000, 0.054932, 0.053001
-0.852000, 0.056885, 0.054941
-0.851000, 0.057300, 0.055342
-0.850000, 0.056689, 0.054719
-0.849000, 0.055444, 0.053461
-0.848000, 0.054883, 0.052886
-0.847000, 0.056152, 0.054142
-0.846000, 0.055420, 0.053397
-0.845000, 0.055701, 0.053664
-0.844000, 0.056970, 0.054921
-0.843000, 0.053748, 0.051685
-0.842000, 0.056677, 0.054602
-0.841000, 0.055139, 0.053050
-0.840000, 0.054736, 0.052634
-0.839000, 0.055042, 0.052926
-0.838000, 0.054517, 0.052388
-0.837000, 0.055859, 0.053718
-0.836000, 0.055261, 0.053107
-0.835000, 0.055664, 0.053497
-0.834000, 0.055188, 0.053007
-0.833000, 0.056104, 0.053910
-0.832000, 0.054541, 0.052334
-0.831000, 0.054810, 0.052589
-0.830000, 0.054492, 0.052259
-0.829000, 0.055127, 0.052881
-0.828000, 0.054395, 0.052135
-0.827000, 0.055396, 0.053123
-0.826000, 0.056543, 0.054257
-0.825000, 0.055225, 0.052926
-0.824000, 0.054968, 0.052656
-0.823000, 0.054675, 0.052350
-0.822000, 0.056970, 0.054632
-0.821000, 0.055957, 0.053606
-0.820000, 0.054773, 0.052408
-0.819000, 0.057410, 0.055032
-0.818000, 0.056628, 0.054238
-0.817000, 0.055615, 0.053211
-0.816000, 0.055872, 0.053454
-0.815000, 0.055591, 0.053161
-0.814000, 0.055676, 0.053233
-0.813000, 0.055273, 0.052817
-0.812000, 0.056323, 0.053854
-0.811000, 0.054980, 0.052498
-0.810000, 0.055298, 0.052802
-0.809000, 0.055566, 0.053057
-0.808000, 0.055676, 0.053154
-0.807000, 0.055493, 0.052958
-0.806000, 0.053442, 0.050894
-0.805000, 0.055920, 0.053359
-0.804000, 0.054700, 0.052125
-0.803000, 0.055115, 0.052527
-0.802000, 0.056726, 0.054125
-0.801000, 0.055603, 0.052989
-0.800000, 0.056372, 0.053745
-0.799000, 0.054968, 0.052328
-0.798000, 0.055579, 0.052925
-0.797000, 0.055969, 0.053302
-0.796000, 0.056079, 0.053399
-0.795000, 0.055115, 0.052422
-0.794000, 0.058643, 0.055936
-0.793000, 0.057568, 0.054849
-0.792000, 0.056885, 0.054152
-0.791000, 0.054968, 0.052223
-0.790000, 0.057141, 0.054382
-0.789000, 0.057520, 0.054748
-0.788000, 0.056995, 0.054210
-0.787000, 0.053333, 0.050534
-0.786000, 0.056311, 0.053500
-0.785000, 0.056873, 0.054048
-0.784000, 0.056641, 0.053803
-0.783000, 0.055017, 0.052166
-0.782000, 0.058813, 0.055950
-0.781000, 0.057410, 0.054533
-0.780000, 0.055310, 0.052420
-0.779000, 0.055542, 0.052639
-0.778000, 0.057104, 0.054188
-0.777000, 0.055688, 0.052759
-0.776000, 0.057300, 0.054357
-0.775000, 0.055737, 0.052782
-0.774000, 0.056335, 0.053367
-0.773000, 0.054358, 0.051376
-0.772000, 0.057153, 0.054158
-0.771000, 0.055603, 0.052595
-0.770000, 0.056116, 0.053094
-0.769000, 0.053381, 0.050347
-0.768000, 0.054858, 0.051811
-0.767000, 0.057886, 0.054825
-0.766000, 0.054126, 0.051052
-0.765000, 0.056006, 0.052919
-0.764000, 0.056934, 0.053833
-0.763000, 0.057458, 0.054345
-0.762000, 0.057300, 0.054173
-0.761000, 0.055676, 0.052537
-0.760000, 0.056921, 0.053769
-0.759000, 0.054785, 0.051619
-0.758000, 0.057227, 0.054047
-0.757000, 0.055981, 0.052789
-0.756000, 0.056531, 0.053325
-0.755000, 0.057458, 0.054240
-0.754000, 0.054187, 0.050955
-0.753000, 0.056226, 0.052981
-0.752000, 0.056445, 0.053187
-0.751000, 0.051733, 0.048462
-0.750000, 0.055481, 0.052197
-0.749000, 0.053491, 0.050194
-0.748000, 0.054626, 0.051316
-0.747000, 0.057788, 0.054464
-0.746000, 0.055725, 0.052388
-0.745000, 0.058008, 0.054658
-0.744000, 0.058069, 0.054706
