0.083533, 0.083533
0.083203, 0.083203
0.084265, 0.084265
0.084338, 0.084338
0.084021, 0.084021
0.084314, 0.084314
0.084351, 0.084350
0.084595, 0.084595
0.084619, 0.084619
0.084375, 0.084375
0.084338, 0.084338
0.084497, 0.084497
0.084436, 0.084436
0.084656, 0.084656
0.084802, 0.084802
0.084546, 0.084546
0.084656, 0.084656
0.084363, 0.084363
0.084448, 0.084448
0.084534, 0.084533
0.084473, 0.084472
0.084583, 0.084582
0.084216, 0.084216
0.084363, 0.084362
0.084753, 0.084753
0.084412, 0.084411
0.084692, 0.084692
0.084509, 0.084509
0.084888, 0.084887
0.084485, 0.084484
0.084326, 0.084326
0.084741, 0.084741
0.084692, 0.084692
0.085181, 0.085180
0.084668, 0.084667
0.084680, 0.084680
0.084558, 0.084558
0.084583, 0.084582
0.085107, 0.085107
0.084717, 0.084716
0.084180, 0.084179
0.084595, 0.084594
0.085059, 0.085058
0.085315, 0.085314
0.084595, 0.084594
0.084473, 0.084472
0.084229, 0.084228
0.084705, 0.084704
0.084583, 0.084582
0.084460, 0.084460
0.084521, 0.084521
0.084509, 0.084509
0.085266, 0.085265
0.084998, 0.084997
0.084631, 0.084631
0.085400, 0.085400
0.084448, 0.084447
0.085352, 0.085351
0.084387, 0.084386
0.084912, 0.084911
0.084705, 0.084704
0.084644, 0.084643
0.084644, 0.084643
0.084985, 0.084984
0.085474, 0.085473
0.085010, 0.085009
0.084485, 0.084484
0.085144, 0.085143
0.085010, 0.085009
0.084900, 0.084899
0.085583, 0.085582
0.085559, 0.085558
0.085461, 0.085460
0.085156, 0.085155
0.085339, 0.085338
0.085706, 0.085704
0.085376, 0.085375
0.085706, 0.085704
0.085046, 0.085045
0.085168, 0.085167
0.084924, 0.084923
0.085608, 0.085607
0.085083, 0.085082
0.085620, 0.085619
0.085132, 0.085131
0.085193, 0.085192
0.085083, 0.085082
0.085120, 0.085118
0.085669, 0.085668
0.085303, 0.085301
0.085559, 0.085558
0.085083, 0.085082
0.085657, 0.085655
0.085364, 0.085362
0.085059, 0.085057
0.085449, 0.085448
0.085413, 0.085411
0.085181, 0.085179
0.085095, 0.085094
0.085352, 0.085350
0.085999, 0.085997
0.085010, 0.085008
0.085828, 0.085826
0.085657, 0.085655
0.085254, 0.085252
0.085657, 0.085655
0.085632, 0.085631
0.085815, 0.085814
0.085889, 0.085887
0.085449, 0.085448
0.085571, 0.085570
0.085620, 0.085619
0.085266, 0.085264
0.085608, 0.085606
0.085498, 0.085496
0.085754, 0.085753
0.085193, 0.085191
0.085913, 0.085911
0.085608, 0.085606
0.086023, 0.086021
0.086011, 0.086009
0.085938, 0.085936
0.085327, 0.085325
0.085706, 0.085704
0.085730, 0.085728
0.085840, 0.085838
0.085852, 0.085850
0.085730, 0.085728
0.085669, 0.085667
0.085620, 0.085618
0.085889, 0.085887
0.085449, 0.085447
0.085632, 0.085630
0.085498, 0.085496
0.086108, 0.086106
0.086511, 0.086509
0.085791, 0.085789
0.085449, 0.085447
0.085779, 0.085777
0.086621, 0.086619
0.086780, 0.086778
0.086121, 0.086119
0.086255, 0.086253
0.086218, 0.086216
0.086072, 0.086070
0.086084, 0.086082
0.086145, 0.086143
0.085510, 0.085508
0.086023, 0.086021
0.086365, 0.086363
0.086108, 0.086106
0.086389, 0.086387
0.086353, 0.086350
0.085876, 0.085874
0.085901, 0.085899
0.086255, 0.086253
0.086523, 0.086521
0.086560, 0.086558
0.086072, 0.086069
0.086292, 0.086289
0.086572, 0.086570
0.086853, 0.086851
0.086084, 0.086082
0.086499, 0.086497
0.085962, 0.085960
0.086169, 0.086167
0.086890, 0.086887
0.086353, 0.086350
0.087000, 0.086997
0.085938, 0.085935
0.086780, 0.086777
0.086816, 0.086814
0.086768, 0.086765
0.086023, 0.086020
0.086182, 0.086179
0.086804, 0.086802
0.085925, 0.085923
0.085999, 0.085996
0.086743, 0.086741
0.086768, 0.086765
0.086243, 0.086240
0.086328, 0.086325
0.086511, 0.086509
0.086084, 0.086081
0.086450, 0.086448
0.086816, 0.086814
0.086743, 0.086740
0.086047, 0.086045
0.086963, 0.086960
0.086694, 0.086692
0.086267, 0.086264
0.086450, 0.086447
0.086633, 0.086631
0.086499, 0.086496
0.086365, 0.086362
0.086462, 0.086460
0.086877, 0.086875
0.086963, 0.086960
0.086169, 0.086167
0.087439, 0.087436
0.086926, 0.086923
0.086401, 0.086398
0.086755, 0.086752
0.086829, 0.086826
0.087061, 0.087058
0.087354, 0.087351
0.087256, 0.087253
0.086719, 0.086716
0.086523, 0.086520
0.087048, 0.087045
0.087000, 0.086996
0.087329, 0.087326
0.086768, 0.086764
0.086707, 0.086703
0.087158, 0.087155
0.087158, 0.087155
0.087451, 0.087448
0.087195, 0.087192
0.087207, 0.087204
0.087317, 0.087314
0.087439, 0.087436
0.087085, 0.087082
0.087500, 0.087497
0.087354, 0.087350
0.087585, 0.087582
0.087830, 0.087826
0.087793, 0.087790
0.087769, 0.087765
0.087280, 0.087277
0.087415, 0.087411
0.087231, 0.087228
0.087170, 0.087167
0.087427, 0.087423
0.087622, 0.087619
0.087598, 0.087594
0.087927, 0.087924
0.086951, 0.086947
0.087451, 0.087448
0.087415, 0.087411
0.087183, 0.087179
0.087439, 0.087435
0.087598, 0.087594
0.087854, 0.087850
0.087708, 0.087704
0.087292, 0.087289
0.087378, 0.087374
0.087439, 0.087435
0.087085, 0.087081
0.086975, 0.086971
0.087610, 0.087606
0.087671, 0.087667
0.087500, 0.087496
0.087451, 0.087448
0.087805, 0.087801
0.087622, 0.087618
0.087671, 0.087667
0.087695, 0.087692
0.088147, 0.088143
0.088098, 0.088094
0.087927, 0.087923
0.088184, 0.088180
0.087634, 0.087630
0.088220, 0.088216
0.087463, 0.087460
0.087573, 0.087569
0.087646, 0.087643
0.088452, 0.088448
0.088562, 0.088558
0.087622, 0.087618
0.087842, 0.087838
0.087952, 0.087948
0.087183, 0.087179
0.088269, 0.088265
0.088269, 0.088265
0.088159, 0.088155
0.087683, 0.087679
0.087537, 0.087533
0.088025, 0.088021
0.088184, 0.088180
0.088062, 0.088057
0.087598, 0.087594
0.087280, 0.087276
0.088403, 0.088399
0.087903, 0.087899
0.087903, 0.087899
0.088440, 0.088436
0.087598, 0.087593
0.088123, 0.088118
0.087769, 0.087764
0.087610, 0.087606
0.088403, 0.088399
0.087842, 0.087838
0.087341, 0.087337
0.088293, 0.088289
0.087903, 0.087899
0.088245, 0.088240
0.087341, 0.087337
0.087598, 0.087593
0.088135, 0.088130
0.088025, 0.088021
0.087915, 0.087911
0.088184, 0.088179
0.087976, 0.087972
0.088110, 0.088106
0.088049, 0.088045
0.087427, 0.087422
0.088159, 0.088155
0.088684, 0.088680
0.088428, 0.088423
0.087378, 0.087373
0.088367, 0.088362
0.088940, 0.088936
0.088574, 0.088570
0.088672, 0.088667
0.088110, 0.088106
0.088623, 0.088618
0.088684, 0.088679
0.088684, 0.088679
0.088318, 0.088313
0.088477, 0.088472
0.089270, 0.089265
0.088965, 0.088960
0.088354, 0.088350
0.088721, 0.088716
0.088818, 0.088814
0.089099, 0.089094
0.088232, 0.088228
0.089136, 0.089131
0.089441, 0.089436
0.089404, 0.089400
0.089246, 0.089241
0.088904, 0.088899
0.088989, 0.088984
0.089050, 0.089045
0.089343, 0.089338
0.088647, 0.088643
0.088892, 0.088887
0.089368, 0.089363
0.088806, 0.088801
0.089294, 0.089290
0.089502, 0.089497
0.089624, 0.089619
0.088965, 0.088960
0.088867, 0.088862
0.089148, 0.089143
0.089417, 0.089411
0.088684, 0.088679
0.089282, 0.089277
0.088269, 0.088264
0.089587, 0.089582
0.089099, 0.089094
0.088562, 0.088557
0.088977, 0.088972
0.088904, 0.088899
0.089417, 0.089411
0.089026, 0.089021
0.089062, 0.089057
0.089221, 0.089216
0.089197, 0.089192
0.088391, 0.088386
0.088770, 0.088764
0.087744, 0.087739
0.088586, 0.088581
