freq_hz,adc_b
2.216406750694295857e+06,1.595921035888274143e-06
2.220221564378795680e+06,1.343484115296245335e-06
2.224036378063295502e+06,8.868174292073500792e-08
2.227851191747794859e+06,4.842258498769565228e-07
2.231666005432294682e+06,1.057854913116603979e-07
2.235480819116794039e+06,4.909309557970952325e-08
2.239295632801293861e+06,8.560398713468724754e-08
2.243110446485793684e+06,2.862449231983105484e-07
2.246925260170293041e+06,6.776161862078880745e-07
2.250740073854792863e+06,9.930395636515741191e-08
2.254554887539292686e+06,7.539076216099682298e-07
2.258369701223792043e+06,1.090277852541314070e-06
2.262184514908291865e+06,8.144585494688959521e-08
2.265999328592791222e+06,2.531552637111531863e-07
2.269814142277291045e+06,9.727018261761530757e-07
2.273628955961790867e+06,6.643253483388652513e-07
2.277443769646290224e+06,1.664545431529200995e-07
2.281258583330790047e+06,7.051836052908005654e-07
2.285073397015289869e+06,3.101195839455224407e-07
2.288888210699789226e+06,2.265998847916795297e-08
2.292703024384289049e+06,3.248739788028586447e-07
2.296517838068788406e+06,2.743590116993430009e-07
2.300332651753288228e+06,2.095622286524827015e-07
2.304147465437788051e+06,8.143686093166504981e-07
2.307962279122287408e+06,2.611686438446921746e-07
2.311777092806787230e+06,8.404840027670721879e-09
2.315591906491287053e+06,5.269210431120505816e-07
2.319406720175786410e+06,8.829038125870049586e-07
2.323221533860286232e+06,2.454091780439971226e-07
2.327036347544785589e+06,4.041595567064430718e-07
2.330851161229285412e+06,2.993139023608606172e-07
2.334665974913785234e+06,7.079962736073594361e-07
2.338480788598284591e+06,8.341408616131039175e-07
2.342295602282784414e+06,4.754521153445485266e-07
2.346110415967284236e+06,2.273045984652119025e-08
2.349925229651783593e+06,2.383839719798322547e-07
2.353740043336283416e+06,5.762905828306244642e-07
2.357554857020782772e+06,3.503750481765707159e-07
2.361369670705282595e+06,1.203886605018186521e-07
2.365184484389782418e+06,7.792484385946636278e-08
2.368999298074281774e+06,7.481306699357384010e-08
2.372814111758781597e+06,3.886359053933345717e-08
2.376628925443281420e+06,1.858877755162402781e-07
2.380443739127780776e+06,1.101817342743178286e-08
2.384258552812280599e+06,6.368002904438753119e-07
2.388073366496779956e+06,9.407495400218910128e-07
2.391888180181279778e+06,2.753561499480537017e-07
2.395702993865779601e+06,4.739216118746529102e-07
2.399517807550278958e+06,2.987399158030696043e-07
2.403332621234778780e+06,4.800129063061968929e-08
2.407147434919278603e+06,8.196974872356521405e-08
2.410962248603777960e+06,1.180783415146040871e-08
2.414777062288277782e+06,4.064943375493507272e-07
2.418591875972777139e+06,1.346451005249357377e-06
2.422406689657276962e+06,1.045671883975905801e-06
2.426221503341776785e+06,2.776529932878699565e-08
2.430036317026276141e+06,1.096142033528656857e-06
2.433851130710775964e+06,1.417788429034208125e-06
2.437665944395275787e+06,1.083984260063031736e-06
2.441480758079775143e+06,4.770548055920485147e-07
2.445295571764274966e+06,1.009192086377117169e-06
2.449110385448774789e+06,8.284999184197522668e-07
2.452925199133274145e+06,8.555464546684487914e-08
2.456740012817773968e+06,9.267061084628882671e-08
2.460554826502273325e+06,1.032344879500658208e-06
2.464369640186773147e+06,1.518515608980538069e-06
2.468184453871272970e+06,1.667275248651060763e-06
2.471999267555772327e+06,9.719677464025063147e-07
2.475814081240272149e+06,4.668569760881227420e-08
2.479628894924771972e+06,1.035493168820049727e-06
2.483443708609271329e+06,6.179211766884045291e-07
2.487258522293771151e+06,2.297300128796917024e-07
2.491073335978270508e+06,2.836297294036838718e-06
2.494888149662770331e+06,1.274877316730794559e-06
2.498702963347270153e+06,6.739682800739839342e-07
2.502517777031769510e+06,1.604917683450934890e-06
2.506332590716269333e+06,2.318934545563444407e-06
2.510147404400769155e+06,4.591443289842389941e-06
2.513962218085268512e+06,1.348677080792181184e-06
2.517777031769768335e+06,1.059236543431740271e-07
2.521591845454267692e+06,2.351336622059755275e-07
2.525406659138767514e+06,2.835460536942983985e-07
2.529221472823267337e+06,5.921567434349180870e-07
2.533036286507766694e+06,1.038176533350645984e-06
2.536851100192266516e+06,6.416453618275542983e-07
2.540665913876766339e+06,7.104853063904438313e-07
2.544480727561265696e+06,7.436964428735518379e-09
2.548295541245765518e+06,1.202483758335140529e-07
2.552110354930264875e+06,4.814601983062408461e-07
2.555925168614764698e+06,1.395362005825995127e-06
2.559739982299264520e+06,2.208655422335356327e-07
2.563554795983763877e+06,1.314823793757301147e-07
2.567369609668263700e+06,8.606813474750784041e-07
2.571184423352763522e+06,1.518161239217052012e-06
2.574999237037262879e+06,1.220913750290404203e-08
2.578814050721762702e+06,3.801807773506153322e-07
2.582628864406262059e+06,2.846035006376908038e-07
2.586443678090761881e+06,1.998694972700194699e-06
2.590258491775261704e+06,4.496511283718446798e-07
2.594073305459761061e+06,2.172185726451025594e-07
2.597888119144260883e+06,1.048419033188084037e-08
2.601702932828760706e+06,7.426405890038030230e-07
2.605517746513260063e+06,1.001583410098058709e-06
2.609332560197759885e+06,5.305308439532841388e-07
2.613147373882259242e+06,5.663390590506704659e-07
2.616962187566759065e+06,2.441604062856772414e-07
2.620777001251258887e+06,4.027367039839050240e-07
2.624591814935758244e+06,8.224116065361157590e-07
2.628406628620258067e+06,1.806354691806295210e-07
2.632221442304757889e+06,3.134658677332385209e-07
2.636036255989257246e+06,7.208601287239862167e-07
2.639851069673757069e+06,1.820454954658474357e-06
2.643665883358256426e+06,4.096931705954325794e-07
2.647480697042756248e+06,4.320771221696857281e-06
2.651295510727256071e+06,1.010173270924209615e-06
2.655110324411755428e+06,6.435075057355769996e-06
2.658925138096255250e+06,4.291091354666407685e-07
2.662739951780755073e+06,5.449207296873145255e-05
2.666554765465254430e+06,1.072700926788137146e-04
2.670369579149754252e+06,3.930077325515939969e-05
2.674184392834253609e+06,4.917280573570451554e-07
2.677999206518753432e+06,2.824172876190933369e-06
2.681814020203253254e+06,6.811993817524006427e-07
2.685628833887752611e+06,2.085194070871491281e-06
2.689443647572252434e+06,4.812490424251961304e-08
2.693258461256752256e+06,9.709923676802382350e-07
2.697073274941251613e+06,6.059300363494369821e-07
2.700888088625751436e+06,1.512731322090859105e-07
2.704702902310251258e+06,1.530540356125827472e-08
2.708517715994750615e+06,6.591824138293144164e-08
2.712332529679250438e+06,1.129403032363244073e-07
2.716147343363749795e+06,5.543484889464585798e-07
2.719962157048249617e+06,8.917611721904498019e-07
2.723776970732749440e+06,6.987402711043270884e-07
2.727591784417248797e+06,2.484209894948317621e-07
2.731406598101748619e+06,1.352232168711483544e-07
2.735221411786248442e+06,3.205451443657143189e-07
2.739036225470747799e+06,6.282232743631188039e-07
2.742851039155247621e+06,2.397164750051447754e-07
2.746665852839746978e+06,4.008995550968423591e-07
2.750480666524246801e+06,2.305102785956448010e-06
2.754295480208746623e+06,1.896314061549337532e-06
2.758110293893245980e+06,4.933364747442337102e-07
2.761925107577745803e+06,5.301937775366909821e-07
2.765739921262245625e+06,9.930449522687221229e-07
2.769554734946744982e+06,5.238815177680231438e-07
2.773369548631244805e+06,1.246983624101487177e-07
2.777184362315744162e+06,2.059644430903371982e-07
2.780999176000243984e+06,7.969831231542055574e-07
2.784813989684743807e+06,1.762391353275745996e-06
2.788628803369243164e+06,9.518410357583902356e-07
2.792443617053742986e+06,2.671105340407097194e-07
2.796258430738242809e+06,9.013395157958818293e-08
2.800073244422742166e+06,4.212362622571585790e-08
2.803888058107241988e+06,3.842096834804964715e-07
2.807702871791741345e+06,6.979481174987452531e-07
2.811517685476241168e+06,4.771629684988393936e-07
2.815332499160740990e+06,9.634975293648285534e-08
2.819147312845240347e+06,2.995028454054413717e-07
2.822962126529740170e+06,1.007922742549722724e-06
2.826776940214239992e+06,9.166838973303492832e-07
2.830591753898739349e+06,1.422641696309207257e-06
2.834406567583239172e+06,8.523249476162966695e-07
2.838221381267738529e+06,3.386987524150166118e-07
2.842036194952238351e+06,1.261191833023243707e-07
2.845851008636738174e+06,6.216517714544136184e-08
2.849665822321237531e+06,4.014539512493788581e-07
2.853480636005737353e+06,7.865300387785423080e-07
2.857295449690237176e+06,5.046123627624782625e-07
2.861110263374736533e+06,4.231216713659118999e-07
2.864925077059236355e+06,5.275618375261900889e-07
2.868739890743735712e+06,7.645791816691935377e-07
2.872554704428235535e+06,4.467651164504739204e-07
2.876369518112735357e+06,9.587544248527269804e-08
2.880184331797234714e+06,2.031676518897579056e-08
2.883999145481734537e+06,4.306281699516870053e-08
2.887813959166234359e+06,1.075138879511168913e-07
2.891628772850733716e+06,9.712005060575908789e-07
2.895443586535233539e+06,1.555954887557373672e-06
2.899258400219732895e+06,4.342239332602164685e-07
2.903073213904232718e+06,1.718130551357518982e-07
2.906888027588732541e+06,6.905850248637848176e-07
2.910702841273231898e+06,1.474600672239329621e-07
2.914517654957731720e+06,4.070683142635793189e-07
2.918332468642231543e+06,2.309532250342414781e-07
2.922147282326730900e+06,1.208633845723707401e-07
2.925962096011230722e+06,3.492934051513301021e-07
2.929776909695730545e+06,4.588921944628618617e-07
2.933591723380229902e+06,3.123029444467741416e-07
2.937406537064729724e+06,1.845442634663062380e-07
2.941221350749229081e+06,1.165113840943963760e-07
2.945036164433728904e+06,2.883193862779435117e-07
2.948850978118228726e+06,6.008966834026930939e-07
2.952665791802728083e+06,4.949075178622144993e-07
2.956480605487227906e+06,8.171664475248368409e-08
2.960295419171727728e+06,1.222616016998861935e-07
2.964110232856227085e+06,4.416598642917184335e-08
2.967925046540726908e+06,2.620279207974076127e-07
2.971739860225226264e+06,2.243644417275453262e-08
2.975554673909726087e+06,2.789973937634601930e-07
2.979369487594225910e+06,5.226552142744794906e-07
2.983184301278725266e+06,4.645526145097342304e-07
2.986999114963225089e+06,2.109120821852746227e-07
2.990813928647724912e+06,2.397084974351140697e-07
2.994628742332224268e+06,9.091517738532853318e-08
2.998443556016724091e+06,6.497265068879894882e-09
3.002258369701223448e+06,3.548787456226305060e-08
3.006073183385723270e+06,1.380673750822468448e-07
3.009887997070223093e+06,9.108921612257774294e-08
3.013702810754722450e+06,2.553309251417962447e-07
3.017517624439222272e+06,5.672167091531142211e-07
3.021332438123722095e+06,4.792200645493927094e-07
3.025147251808221452e+06,4.035472855328245752e-07
3.028962065492721274e+06,7.478910236226661095e-07
3.032776879177220631e+06,1.421485096597990441e-07
3.036591692861720454e+06,3.734660576671021443e-07
3.040406506546220277e+06,4.677448296288762490e-07
3.044221320230719633e+06,1.030661908396386728e-07
3.048036133915219456e+06,6.721285459849788141e-07
3.051850947599719279e+06,4.092668389467189604e-07
3.055665761284218635e+06,9.706929777288561460e-08
3.059480574968718458e+06,2.962698021828689358e-08
3.063295388653217815e+06,2.449794781614477882e-07
3.067110202337717637e+06,4.823694927417023962e-07
3.070925016022217460e+06,1.584762105243319925e-07
3.074739829706716817e+06,4.489923883533442335e-08
3.078554643391216639e+06,1.300676502549644855e-07
3.082369457075716462e+06,6.837449158575520064e-08
3.086184270760215819e+06,8.083406040501225176e-09
3.089999084444715641e+06,3.154969946476778544e-07
3.093813898129214998e+06,6.401624816555989315e-07
3.097628711813714821e+06,2.492534030946522208e-07
3.101443525498214643e+06,2.272149966366504231e-07
3.105258339182714000e+06,5.672588331277349115e-07
3.109073152867213823e+06,1.813952110173562760e-07
3.112887966551713645e+06,3.614435353700370876e-07
3.116702780236213002e+06,1.010217796283636237e-06
3.120517593920712825e+06,7.540221503195985427e-07
3.124332407605212182e+06,1.161477938922868051e-06
3.128147221289712004e+06,4.397855580045890421e-07
3.131962034974211827e+06,2.448154908505690347e-07
3.135776848658711184e+06,1.152885665280544294e-06
3.139591662343211006e+06,8.222243339587047203e-07
3.143406476027710829e+06,1.248507048250858058e-06
3.147221289712210186e+06,1.194307179458065508e-06
3.151036103396710008e+06,4.183425436598171055e-07
3.154850917081209365e+06,1.301789451122586558e-07
3.158665730765709188e+06,4.577528759559308706e-07
3.162480544450209010e+06,9.972347330533044783e-07
3.166295358134708367e+06,1.173565199271404544e-06
3.170110171819208190e+06,8.788018049365240299e-07
3.173924985503708012e+06,5.047033298983633742e-07
3.177739799188207369e+06,1.575761784796494180e-07
3.181554612872707192e+06,1.299824574481726157e-08
3.185369426557207014e+06,1.774543688746286258e-07
3.189184240241706371e+06,6.423324531879709950e-12
3.192999053926206194e+06,4.509291854134584704e-07
3.196813867610705551e+06,3.967477636092289112e-07
3.200628681295205373e+06,1.944014085860353543e-09
3.204443494979705196e+06,1.433122827193762250e-08
3.208258308664204553e+06,1.061250753590547647e-07
3.212073122348704375e+06,1.273013487893197763e-07
3.215887936033204198e+06,1.765430476343061876e-07
3.219702749717703555e+06,5.700221898965524963e-08
3.223517563402203377e+06,7.015254125847904243e-07
3.227332377086702734e+06,2.017633311666417771e-06
3.231147190771202557e+06,3.905289891036529328e-07
3.234962004455702379e+06,3.878156021204754239e-07
3.238776818140201736e+06,5.319081234084176583e-07
3.242591631824701559e+06,1.063914397568791747e-07
3.246406445509201381e+06,1.011245925703777753e-07
3.250221259193700738e+06,2.135948135075775431e-07
3.254036072878200561e+06,8.802216555347128923e-07
3.257850886562699918e+06,1.048363699126730525e-07
3.261665700247199740e+06,6.652071061465835476e-07
3.265480513931699563e+06,1.109015713275674523e-06
3.269295327616198920e+06,1.081239943603727753e-07
3.273110141300698742e+06,2.824704961283852736e-07
3.276924954985198565e+06,2.537889966474979872e-07
3.280739768669697922e+06,3.230098855114233114e-08
3.284554582354197744e+06,1.843687112558259848e-07
3.288369396038697101e+06,1.966213093044473384e-07
3.292184209723196924e+06,3.350136908992216764e-08
3.295999023407696746e+06,2.786540908488742750e-07
3.299813837092196103e+06,2.067499766688858653e-07
3.303628650776695926e+06,6.686116541217839031e-08
3.307443464461195748e+06,1.310960578632345631e-07
3.311258278145695105e+06,1.064759504433361763e-06
3.315073091830194928e+06,6.763591071404281028e-07
3.318887905514694285e+06,1.129152933494637643e-07
3.322702719199194107e+06,1.111237652692356310e-06
3.326517532883693930e+06,1.677724124615680610e-06
3.330332346568193287e+06,6.056347767263982997e-06
3.334147160252693109e+06,8.942433502565765396e-06
3.337961973937192932e+06,3.150118128638483092e-06
3.341776787621692289e+06,2.469460366881983197e-08
3.345591601306192111e+06,6.908443417291564888e-07
3.349406414990691468e+06,7.991061087298128289e-07
3.353221228675191291e+06,2.140779314144811329e-06
3.357036042359691113e+06,1.702688546727118468e-06
3.360850856044190470e+06,5.526853476078416594e-07
3.364665669728690293e+06,4.185373435644089540e-07
3.368480483413190115e+06,7.912688674287835200e-07
3.372295297097689472e+06,1.257918319737993834e-07
3.376110110782189295e+06,5.004040481144743596e-07
3.379924924466688652e+06,4.224852465990884372e-07
3.383739738151188474e+06,4.183250261939461634e-07
3.387554551835688297e+06,2.013622821227885602e-07
3.391369365520187654e+06,1.965595139401928218e-07
3.395184179204687476e+06,6.072095250930571768e-07
3.398998992889187299e+06,3.080304116302299888e-07
3.402813806573686656e+06,1.479972555785760954e-07
3.406628620258186478e+06,3.471617695957228820e-07
3.410443433942685835e+06,3.068030642433976355e-07
3.414258247627185658e+06,2.428030218092999891e-07
3.418073061311685480e+06,4.292402340918796219e-07
3.421887874996184837e+06,3.096743898000204274e-07
3.425702688680684660e+06,1.085796426776675850e-06
3.429517502365184482e+06,5.317372241581254447e-08
3.433332316049683839e+06,1.368234463576227045e-06
3.437147129734183662e+06,1.416930171540771464e-06
3.440961943418683484e+06,1.809053766919396246e-10
3.444776757103182841e+06,9.629340920208202036e-07
3.448591570787682664e+06,4.143482988134825757e-07
3.452406384472182021e+06,3.941303133116150238e-07
3.456221198156681843e+06,1.135052977214776363e-06
3.460036011841181666e+06,1.362769430529283641e-07
3.463850825525681023e+06,2.750225558034578543e-07
3.467665639210180845e+06,2.216343893322261407e-07
3.471480452894680668e+06,4.605117007806691979e-07
3.475295266579180025e+06,3.708096182115156285e-07
3.479110080263679847e+06,2.709693643859113536e-07
3.482924893948179204e+06,6.777926100585403276e-07
3.486739707632679027e+06,3.424463700121867529e-07
3.490554521317178849e+06,6.529682073030017482e-08
3.494369335001678206e+06,7.316468787827198211e-08
3.498184148686178029e+06,7.591736105790336754e-09
3.501998962370677851e+06,1.044787863476456381e-07
3.505813776055177208e+06,3.088524766491567314e-07
3.509628589739677031e+06,3.108655046639721071e-07
3.513443403424176387e+06,1.554254314037868318e-07
3.517258217108676210e+06,1.224645784265971420e-07
3.521073030793176033e+06,1.049263915987501636e-06
3.524887844477675389e+06,1.165237799732443875e-06
3.528702658162175212e+06,3.800951338387250852e-07
3.532517471846675035e+06,2.259736172261704191e-08
3.536332285531174392e+06,4.341825595623559527e-08
3.540147099215674214e+06,4.351357924953491551e-07
3.543961912900173571e+06,7.854776533935743614e-07
3.547776726584673394e+06,3.055904450670430267e-07
3.551591540269173216e+06,1.258212080112402612e-06
3.555406353953672573e+06,6.432665398340765270e-07
3.559221167638172396e+06,1.203950874151399117e-07
3.563035981322672218e+06,6.430942025181504549e-07
3.566850795007171575e+06,1.583152783640368153e-07
3.570665608691671398e+06,1.341084690472507597e-07
3.574480422376170754e+06,1.824033468229885684e-06
3.578295236060670577e+06,1.590237601404616585e-06
3.582110049745170400e+06,2.159276266509077353e-08
3.585924863429669756e+06,6.065820482850877191e-07
3.589739677114169579e+06,1.933557676397879497e-08
3.593554490798669402e+06,5.152730184933623044e-07
3.597369304483168758e+06,2.825074936742066920e-07
3.601184118167668581e+06,2.605156919750588462e-07
3.604998931852167938e+06,1.367821493361765487e-08
3.608813745536667760e+06,3.527924570879280454e-07
3.612628559221167583e+06,7.916716264262304366e-07
3.616443372905666940e+06,1.170095451754516559e-06
3.620258186590166762e+06,2.162785810601333201e-07
3.624073000274666585e+06,1.593919278592309543e-06
3.627887813959165942e+06,2.055241750312364437e-06
3.631702627643665764e+06,4.494719438333510041e-07
3.635517441328165121e+06,7.773602971057763488e-08
3.639332255012664944e+06,3.338235726621708598e-07
3.643147068697164766e+06,1.373227314439631295e-06
3.646961882381664123e+06,1.523232695006161315e-06
3.650776696066163946e+06,6.164644791459141811e-07
3.654591509750663769e+06,4.027206279853696208e-07
3.658406323435163125e+06,8.406214602023336931e-07
3.662221137119662948e+06,8.568964602344773280e-07
3.666035950804162771e+06,1.265864398713907002e-07
3.669850764488662127e+06,5.242726211604010416e-07
3.673665578173161950e+06,3.449610044423131164e-07
3.677480391857661307e+06,1.794181698719094611e-07
3.681295205542161129e+06,2.076352464783549600e-07
3.685110019226660952e+06,3.225555447718037625e-08
3.688924832911160309e+06,2.313275020711687921e-08
3.692739646595660131e+06,1.096398459978237787e-07
3.696554460280159954e+06,3.645268661443741678e-08
3.700369273964659311e+06,1.387433442802916899e-07
3.704184087649159133e+06,5.488536708921759584e-08
3.707998901333658490e+06,1.783812855855604037e-07
3.711813715018158313e+06,5.824993798225719116e-07
3.715628528702658135e+06,4.143385715826227132e-07
3.719443342387157492e+06,5.406154816149573531e-07
3.723258156071657315e+06,4.831445972607289934e-07
3.727072969756157137e+06,2.274767916411786647e-07
3.730887783440656494e+06,4.493481578118810221e-08
3.734702597125156317e+06,1.582847483406262297e-07
3.738517410809655674e+06,6.722973133403555981e-08
3.742332224494155496e+06,2.251831960016260734e-07
3.746147038178655319e+06,3.629145467939373604e-07
3.749961851863154676e+06,1.646964227623211062e-07
3.753776665547654498e+06,2.777283020931398694e-07
3.757591479232154321e+06,5.899937334615746101e-07
3.761406292916653678e+06,7.585097098376078632e-08
3.765221106601153500e+06,1.924055547229109156e-07
3.769035920285652857e+06,2.473129063161088468e-07
3.772850733970152680e+06,7.996074610667819827e-07
3.776665547654652502e+06,1.098935099867445517e-06
3.780480361339151859e+06,2.882901664963682581e-07
3.784295175023651682e+06,1.000272517736258264e-07
3.788109988708151504e+06,2.871837621803572393e-07
3.791924802392650861e+06,3.262880682911105846e-07
3.795739616077150684e+06,1.512741248796209759e-06
3.799554429761650041e+06,1.713991416395289536e-06
3.803369243446149863e+06,1.399731301875683793e-07
3.807184057130649686e+06,5.875282153131545964e-07
3.810998870815149043e+06,1.050162624812497923e-07
3.814813684499648865e+06,1.795587974680280069e-07
3.818628498184148688e+06,4.558441605179096434e-10
3.822443311868648045e+06,5.923962815144510653e-07
3.826258125553147867e+06,3.106372329412929958e-07
3.830072939237647224e+06,2.435807737502587577e-07
3.833887752922147047e+06,1.184080589755063398e-06
3.837702566606646869e+06,7.453586296334110808e-07
3.841517380291146226e+06,2.948631017934453620e-07
3.845332193975646049e+06,3.052649530586393919e-07
3.849147007660145871e+06,2.953439716405558036e-07
3.852961821344645228e+06,3.452909086334859375e-07
3.856776635029145051e+06,5.442350809081701988e-07
3.860591448713644408e+06,5.289703455486696534e-07
3.864406262398144230e+06,3.810805771689846582e-07
3.868221076082644053e+06,1.153777029247236366e-07
3.872035889767143410e+06,3.561933261385161548e-08
3.875850703451643232e+06,6.615123350453622659e-08
3.879665517136143055e+06,3.632622308087134161e-07
3.883480330820642412e+06,3.121679961379433440e-07
3.887295144505142234e+06,5.806730598330001557e-07
3.891109958189641591e+06,1.172998319192132456e-06
3.894924771874141414e+06,3.472241722198961073e-07
3.898739585558641236e+06,5.267198795815074697e-09
3.902554399243140593e+06,1.537903996444529419e-07
3.906369212927640416e+06,4.708784459489353146e-07
3.910184026612140238e+06,1.262825518226652444e-07
3.913998840296639595e+06,3.941692315680092349e-07
3.917813653981139418e+06,8.682225736736420649e-07
3.921628467665639240e+06,5.951046642244328205e-07
3.925443281350138597e+06,4.132724785745780069e-07
3.929258095034638420e+06,5.168234727464926642e-07
3.933072908719137777e+06,1.122551249535244124e-07
3.936887722403637599e+06,9.490038872532266465e-08
3.940702536088137422e+06,5.764989313591977091e-07
3.944517349772636779e+06,5.481606703216560516e-07
3.948332163457136601e+06,3.889955589226374366e-08
3.952146977141636424e+06,3.999106520503776237e-07
3.955961790826135781e+06,5.517405360046979902e-07
3.959776604510635603e+06,1.479569737959716710e-07
3.963591418195134960e+06,1.103087177861576996e-07
3.967406231879634783e+06,1.995936135617064111e-07
3.971221045564134605e+06,3.951821587913489106e-07
3.975035859248633962e+06,4.622110182964150452e-07
3.978850672933133785e+06,4.116371130000591417e-07
3.982665486617633607e+06,4.233360754271910420e-07
3.986480300302132964e+06,1.346523142753851626e-07
3.990295113986632787e+06,2.653199795039942645e-07
3.994109927671132144e+06,7.295875618697406867e-07
3.997924741355631966e+06,2.363505349460195683e-06
4.001739555040131789e+06,1.569166411378728514e-06
4.005554368724631146e+06,6.236323081534207891e-07
4.009369182409130968e+06,3.030409771985528557e-06
4.013183996093630791e+06,2.782607225100720793e-06
4.016998809778130148e+06,1.039392272914401158e-06
4.020813623462629970e+06,7.253093238980118439e-07
4.024628437147129327e+06,5.194783324390955548e-07
4.028443250831629150e+06,4.746875296939924181e-07
4.032258064516128972e+06,6.344100181473098691e-07
4.036072878200628329e+06,3.798333501901729352e-07
4.039887691885128152e+06,1.210543638958604922e-07
4.043702505569627974e+06,2.785898570493139597e-07
4.047517319254127331e+06,4.887835376622514186e-07
4.051332132938627154e+06,5.214359914924357380e-07
4.055146946623126511e+06,5.491980967879165554e-07
4.058961760307626333e+06,1.840406210258716701e-07
4.062776573992126156e+06,5.067891486860737977e-07
4.066591387676625513e+06,2.393718524272572148e-06
4.070406201361125335e+06,9.584796660037923219e-07
4.074221015045625158e+06,1.400436092602109477e-07
4.078035828730124515e+06,6.760915006422657526e-07
4.081850642414624337e+06,1.859245060929135324e-07
4.085665456099123694e+06,1.313554589941585147e-07
4.089480269783623517e+06,5.445689055969976194e-07
4.093295083468123339e+06,9.291172632871865956e-07
4.097109897152622696e+06,2.169091371243642833e-07
4.100924710837122519e+06,1.190575785001762881e-07
4.104739524521622341e+06,4.114911926216548179e-09
4.108554338206121698e+06,4.365640989130794171e-07
4.112369151890621521e+06,2.168967719009182747e-07
4.116183965575120877e+06,1.571031091697129761e-07
4.119998779259620700e+06,5.655617919251763177e-07
4.123813592944120523e+06,9.591822518016039528e-08
4.127628406628619879e+06,2.581352992162023021e-07
4.131443220313119702e+06,3.644191038736409574e-07
4.135258033997619525e+06,1.109435193261805489e-07
4.139072847682118881e+06,1.164584790495545325e-06
4.142887661366618704e+06,1.018995492444673303e-06
4.146702475051118061e+06,6.367622459760364190e-07
4.150517288735617884e+06,5.332732718914171201e-07
4.154332102420117706e+06,8.831568365877075228e-08
4.158146916104617063e+06,7.605178420156213956e-08
4.161961729789116886e+06,5.770382177661025241e-07
4.165776543473616708e+06,6.764791515969977918e-07
4.169591357158116065e+06,1.429202300709484582e-07
4.173406170842615888e+06,6.184242094750706276e-08
4.177220984527115710e+06,9.609919438388320125e-08
4.181035798211615067e+06,1.926406223908308383e-07
4.184850611896114890e+06,5.097212849281895660e-09
4.188665425580614246e+06,4.486606251230929317e-07
4.192480239265114069e+06,8.727022050510948050e-07
4.196295052949613892e+06,2.797656881839482907e-07
4.200109866634113714e+06,1.075595892677289527e-07
4.203924680318612605e+06,7.290318360345170164e-07
4.207739494003112428e+06,6.056803486375104006e-07
4.211554307687612250e+06,4.202728918149615757e-07
4.215369121372112073e+06,6.061129192300253161e-07
4.219183935056611896e+06,4.833740216948482262e-07
4.222998748741111718e+06,6.069753334135821114e-07
4.226813562425610609e+06,3.251227593857441428e-07
4.230628376110110432e+06,2.591311364199174271e-08
4.234443189794610254e+06,2.658091254016759655e-07
4.238258003479110077e+06,3.277424261377694533e-08
4.242072817163609900e+06,1.351952717689374270e-07
4.245887630848108791e+06,5.675195270360681125e-07
4.249702444532608613e+06,2.718327025774256695e-07
4.253517258217108436e+06,7.815017027541242160e-08
4.257332071901608258e+06,2.800734476596811206e-07
4.261146885586108081e+06,5.831694134076313120e-08
4.264961699270606972e+06,6.086032644350746535e-08
4.268776512955106795e+06,1.784356881723881755e-07
4.272591326639606617e+06,1.939078097738501347e-07
4.276406140324106440e+06,9.442531318093168104e-09
4.280220954008606263e+06,1.670983500490737315e-07
4.284035767693106085e+06,3.517726833454066663e-07
4.287850581377604976e+06,4.239539151713484605e-07
4.291665395062104799e+06,1.358198680157736118e-07
4.295480208746604621e+06,3.917089768664719657e-08
4.299295022431104444e+06,3.619461303222612277e-07
4.303109836115604267e+06,7.590640725642006754e-07
4.306924649800103158e+06,1.640821918156829653e-07
4.310739463484602980e+06,1.190241924497128891e-07
4.314554277169102803e+06,6.907426756028372154e-09
4.318369090853602625e+06,3.354816678938751885e-07
4.322183904538102448e+06,9.155547770555852997e-07
4.325998718222601339e+06,9.800001283260998249e-07
4.329813531907101162e+06,7.506084601635178524e-07
4.333628345591600984e+06,3.150306020633392139e-07
4.337443159276100807e+06,3.242351263157530230e-07
4.341257972960600629e+06,3.866499657629697614e-07
4.345072786645100452e+06,7.555304856669325160e-07
4.348887600329599343e+06,4.165495053337491515e-07
4.352702414014099166e+06,2.980688754951322262e-07
4.356517227698598988e+06,2.837376032137144182e-07
4.360332041383098811e+06,2.354251700249006379e-07
4.364146855067598633e+06,3.438806877611418842e-07
4.367961668752097525e+06,1.438576530432397634e-07
4.371776482436597347e+06,2.174943433950660154e-07
4.375591296121097170e+06,6.042004291835354613e-07
4.379406109805596992e+06,9.894295744838416601e-07
4.383220923490096815e+06,4.185885632699267355e-08
4.387035737174595706e+06,4.924844281404243997e-07
4.390850550859095529e+06,8.347549938464041713e-07
4.394665364543595351e+06,7.128958939563059303e-07
4.398480178228095174e+06,6.148428576930346872e-07
4.402294991912594996e+06,1.791720748215120183e-07
4.406109805597094819e+06,3.080506407660795215e-07
4.409924619281593710e+06,6.001655235545094497e-07
4.413739432966093533e+06,4.706227459095455336e-07
4.417554246650593355e+06,3.243390370021239933e-07
4.421369060335093178e+06,3.427868428002484524e-07
4.425183874019593000e+06,6.546763181407614381e-07
4.428998687704091892e+06,1.054642972255783258e-06
4.432813501388591714e+06,6.225195446108829462e-07
