TIME ms, IN1, OUT1
0.757, 0.193775, 1.241704
0.752, 0.291431, 1.202639
0.747, 0.291431, 1.162857
0.742, 0.315845, 1.122381
0.737, 0.267017, 1.081236
0.732, 0.218189, 1.039446
0.728, 0.291431, 0.997037
0.723, 0.218189, 0.954034
0.718, 0.242603, 0.910463
0.713, 0.193775, 0.866351
0.708, 0.291431, 0.821723
0.703, 0.291431, 0.776608
0.698, 0.169361, 0.731031
0.693, 0.120533, 0.68502
0.688, 0.169361, 0.638604
0.684, 0.144947, 0.59181
0.679, 0.120533, 0.544666
0.674, 0.144947, 0.497201
0.669, 0.169361, 0.449443
0.664, 0.144947, 0.401421
0.659, 0.096119, 0.353164
0.654, 0.120533, 0.304702
0.649, 0.120533, 0.256062
0.645, 0.120533, 0.207275
0.64, 0.047291, 0.15837
0.635, 0.022877, 0.109376
0.63, 0.071705, 0.060323
0.625, 0.071705, 0.011241
0.62, 0.071705, -0.037842
0.615, -0.050366, -0.086895
0.61, 0.071705, -0.135888
0.605, 0.096119, -0.184794
0.601, 0.096119, -0.233581
0.596, -0.001537, -0.28222
0.591, 0.120533, -0.330683
0.586, -0.001537, -0.37894
0.581, -0.050366, -0.426962
0.576, -0.19685, -0.47472
0.571, -0.807202, -0.522185
0.566, -0.758373, -0.569329
0.562, -0.392162, -0.616123
0.557, -0.221264, -0.662539
0.552, -0.245678, -0.708549
0.547, -0.416577, -0.754126
0.542, -0.416577, -0.799242
0.537, -0.245678, -0.843869
0.532, -0.172436, -0.887982
0.527, -0.07478, -0.931553
0.522, 0.022877, -0.974556
0.518, -0.050366, -1.016965
0.513, -0.07478, -1.058754
0.508, 0.022877, -1.0999
0.503, 0.071705, -1.140376
0.498, 0.047291, -1.180158
0.493, 0.047291, -1.219222
0.488, -0.07478, -1.257546
0.483, 0.022877, -1.295105
0.479, -0.07478, -1.331877
0.474, -0.001537, -1.36784
0.469, -0.050366, -1.402973
0.464, 0.071705, -1.437253
0.459, -0.001537, -1.470661
0.454, 0.022877, -1.503177
0.449, -0.050366, -1.53478
0.444, 0.022877, -1.565452
0.439, 0.022877, -1.595174
0.435, -0.001537, -1.623929
0.43, -0.07478, -1.651698
0.425, 0.071705, -1.678466
0.42, 0.022877, -1.704216
0.415, -0.001537, -1.728933
0.41, 0.071705, -1.752602
0.405, 0.047291, -1.775208
0.4, -0.001537, -1.796738
0.396, 0.071705, -1.817179
0.391, 0.047291, -1.836518
0.386, -0.001537, -1.854745
0.381, 0.071705, -1.871847
0.376, 0.047291, -1.887815
0.371, 0.096119, -1.90264
0.366, 0.144947, -1.916311
0.361, 0.071705, -1.928822
0.356, 0.047291, -1.940163
0.352, 0.047291, -1.95033
0.347, 0.120533, -1.959314
0.342, 0.096119, -1.967112
0.337, 0.071705, -1.973718
0.332, 0.144947, -1.979128
0.327, 0.096119, -1.98334
0.322, 0.120533, -1.98635
0.317, -0.001537, -1.988157
0.313, -0.001537, -1.988759
0.308, -0.172436, -1.988157
0.303, -0.001537, -1.98635
0.298, -0.07478, -1.98334
0.293, -1.075756, -1.979128
0.288, -0.587475, -1.973718
0.283, -0.270092, -1.967112
0.278, -0.001537, -1.959314
0.273, 0.144947, -1.95033
0.269, 0.169361, -1.940163
0.264, 0.144947, -1.928821
0.259, 0.169361, -1.916311
0.254, 0.267017, -1.90264
0.249, 0.242603, -1.887815
0.244, 0.193775, -1.871847
0.239, 0.144947, -1.854744
0.234, 0.242603, -1.836518
0.229, 0.193775, -1.817178
0.225, 0.315845, -1.796737
0.22, 0.291431, -1.775207
0.215, 0.315845, -1.752601
0.21, 0.291431, -1.728933
0.205, 0.389088, -1.704216
0.2, 0.364674, -1.678466
0.195, 0.340259, -1.651698
0.19, 0.46233, -1.623928
0.186, 0.340259, -1.595174
0.181, 0.364674, -1.565452
0.176, 0.389088, -1.53478
0.171, 0.364674, -1.503176
0.166, 0.437916, -1.470661
0.161, 0.511158, -1.437253
0.156, 0.46233, -1.402972
0.151, 0.535572, -1.36784
0.146, 0.511158, -1.331877
0.142, 0.437916, -1.295104
0.137, 0.46233, -1.257545
0.132, 0.511158, -1.219222
0.127, 0.486744, -1.180157
0.122, 0.535572, -1.140375
0.117, 0.535572, -1.099899
0.112, 0.486744, -1.058754
0.107, 0.389088, -1.016964
0.103, 0.169361, -0.974555
0.098, 0.242603, -0.931552
0.093, 0.242603, -0.887981
0.088, -0.611889, -0.843869
0.083, 0.169361, -0.799241
0.078, 0.511158, -0.754126
0.073, 0.511158, -0.708549
0.068, 0.535572, -0.662538
0.063, 0.559986, -0.616122
0.059, 0.559986, -0.569328
0.054, 0.559986, -0.522184
0.049, 0.608814, -0.474719
0.044, 0.559986, -0.426961
0.039, 0.559986, -0.378939
0.034, 0.608814, -0.330682
0.029, 0.657642, -0.28222
0.024, 0.633228, -0.23358
0.02, 0.657642, -0.184793
0.015, 0.682056, -0.135888
0.01, 0.633228, -0.086894
0.005, 0.608814, -0.037841
0, 0.608814, 0.011241
-0.005, 0.682056, 0.060324
-0.01, 0.70647, 0.109377
-0.015, 0.608814, 0.158371
-0.02, 0.779713, 0.207276
-0.024, 0.633228, 0.256063
-0.029, 0.70647, 0.304702
-0.034, 0.633228, 0.353165
-0.039, 0.730884, 0.401422
-0.044, 0.682056, 0.449444
-0.049, 0.70647, 0.497202
-0.054, 0.682056, 0.544667
-0.059, 0.682056, 0.591811
-0.063, 0.70647, 0.638605
-0.068, 0.682056, 0.685021
-0.073, 0.730884, 0.731031
-0.078, 0.755299, 0.776608
-0.083, 0.70647, 0.821724
-0.088, 0.804127, 0.866352
-0.093, 0.730884, 0.910464
-0.098, 0.730884, 0.954035
-0.103, 0.779713, 0.997038
-0.107, 0.755299, 1.039447
-0.112, 0.70647, 1.081237
-0.117, 0.730884, 1.122382
-0.122, 0.730884, 1.162858
-0.127, 0.779713, 1.20264
-0.132, 0.730884, 1.241704
-0.137, 0.730884, 1.280028
-0.142, 0.682056, 1.317587
-0.146, 0.657642, 1.354359
-0.151, 0.682056, 1.390322
-0.156, 0.657642, 1.425455
-0.161, 0.70647, 1.459735
-0.166, 0.657642, 1.493144
-0.171, 0.535572, 1.525659
-0.176, 0.486744, 1.557262
-0.181, 0.46233, 1.587934
-0.186, 0.46233, 1.617656
-0.19, 0.437916, 1.646411
-0.195, 0.364674, 1.674181
-0.2, 0.340259, 1.700948
-0.205, 0.389088, 1.726698
-0.21, 0.437916, 1.751415
-0.215, 0.389088, 1.775084
-0.22, 0.364674, 1.79769
-0.225, 0.364674, 1.81922
-0.229, 0.340259, 1.839661
-0.234, 0.340259, 1.859
-0.239, 0.315845, 1.877227
-0.244, 0.364674, 1.894329
-0.249, 0.291431, 1.910298
-0.254, 0.389088, 1.925122
-0.259, 0.340259, 1.938793
-0.264, 0.437916, 1.951304
-0.269, 0.535572, 1.962645
-0.273, 0.535572, 1.972812
-0.278, 0.608814, 1.981796
-0.283, 0.5844, 1.989594
-0.288, 0.535572, 1.9962
-0.293, 0.608814, 2.001611
-0.298, 0.633228, 2.005822
-0.303, 0.5844, 2.008832
-0.308, 0.633228, 2.010639
-0.313, 0.5844, 2.011241
-0.317, 0.559986, 2.010639
-0.322, 0.5844, 2.008832
-0.327, 0.5844, 2.005822
-0.332, 0.559986, 2.001611
-0.337, 0.535572, 1.9962
-0.342, 0.535572, 1.989594
