TIME ms, IN1, OUT1
0.723, 0.437916, 0.954034
0.718, 0.486744, 0.910463
0.713, 0.46233, 0.866351
0.708, 0.437916, 0.821723
0.703, 0.389088, 0.776608
0.698, 0.486744, 0.731031
0.693, 0.340259, 0.68502
0.688, 0.315845, 0.638604
0.684, 0.242603, 0.59181
0.679, -0.831616, 0.544666
0.674, -0.685131, 0.497201
0.669, -0.19685, 0.449443
0.664, -0.123608, 0.401421
0.659, 0.120533, 0.353164
0.654, -0.050366, 0.304702
0.649, -0.099194, 0.256062
0.645, 0.144947, 0.207275
0.64, 0.267017, 0.15837
0.635, 0.242603, 0.109376
0.63, 0.315845, 0.060323
0.625, 0.291431, 0.011241
0.62, 0.340259, -0.037842
0.615, 0.291431, -0.086895
0.61, 0.267017, -0.135888
0.605, 0.437916, -0.184794
0.601, 0.315845, -0.233581
0.596, 0.315845, -0.28222
0.591, 0.315845, -0.330683
0.586, 0.315845, -0.37894
0.581, 0.315845, -0.426962
0.576, 0.291431, -0.47472
0.571, 0.340259, -0.522185
0.566, 0.291431, -0.569329
0.562, 0.291431, -0.616123
0.557, 0.267017, -0.662539
0.552, 0.364674, -0.708549
0.547, 0.218189, -0.754126
0.542, 0.340259, -0.799242
0.537, 0.315845, -0.843869
0.532, 0.267017, -0.887982
0.527, 0.242603, -0.931553
0.522, 0.291431, -0.974556
0.518, 0.291431, -1.016965
0.513, 0.291431, -1.058754
0.508, 0.315845, -1.0999
0.503, 0.267017, -1.140376
0.498, 0.218189, -1.180158
0.493, 0.218189, -1.219222
0.488, 0.291431, -1.257546
0.483, 0.315845, -1.295105
0.479, 0.267017, -1.331877
0.474, 0.218189, -1.36784
0.469, 0.315845, -1.402973
0.464, 0.291431, -1.437253
0.459, 0.315845, -1.470661
0.454, 0.267017, -1.503177
0.449, 0.291431, -1.53478
0.444, 0.291431, -1.565452
0.439, 0.291431, -1.595174
0.435, 0.218189, -1.623929
0.43, 0.267017, -1.651698
0.425, 0.218189, -1.678466
0.42, 0.291431, -1.704216
0.415, 0.169361, -1.728933
0.41, 0.218189, -1.752602
0.405, 0.291431, -1.775208
0.4, 0.291431, -1.796738
0.396, 0.291431, -1.817179
0.391, 0.267017, -1.836518
0.386, 0.315845, -1.854745
0.381, 0.291431, -1.871847
0.376, 0.291431, -1.887815
0.371, 0.242603, -1.90264
0.366, 0.315845, -1.916311
0.361, 0.242603, -1.928822
0.356, 0.291431, -1.940163
0.352, 0.340259, -1.95033
0.347, 0.364674, -1.959314
0.342, 0.267017, -1.967112
0.337, 0.291431, -1.973718
0.332, 0.340259, -1.979128
0.327, 0.315845, -1.98334
0.322, 0.340259, -1.98635
0.317, 0.242603, -1.988157
0.313, 0.291431, -1.988759
0.308, 0.364674, -1.988157
0.303, 0.315845, -1.98635
0.298, 0.364674, -1.98334
0.293, 0.315845, -1.979128
0.288, 0.340259, -1.973718
0.283, 0.364674, -1.967112
0.278, 0.315845, -1.959314
0.273, 0.364674, -1.95033
0.269, 0.364674, -1.940163
0.264, 0.291431, -1.928821
0.259, 0.364674, -1.916311
0.254, 0.340259, -1.90264
0.249, 0.364674, -1.887815
0.244, 0.364674, -1.871847
0.239, 0.364674, -1.854744
0.234, 0.46233, -1.836518
0.229, 0.364674, -1.817178
0.225, 0.389088, -1.796737
0.22, 0.486744, -1.775207
0.215, 0.389088, -1.752601
0.21, 0.46233, -1.728933
0.205, 0.437916, -1.704216
0.2, 0.389088, -1.678466
0.195, 0.511158, -1.651698
0.19, 0.437916, -1.623928
0.186, 0.46233, -1.595174
0.181, 0.486744, -1.565452
0.176, 0.486744, -1.53478
0.171, 0.486744, -1.503176
0.166, 0.389088, -1.470661
0.161, 0.315845, -1.437253
0.156, -0.538647, -1.402972
0.151, -0.514233, -1.36784
0.146, 0.120533, -1.331877
0.142, 0.218189, -1.295104
0.137, 0.096119, -1.257545
0.132, -0.19685, -1.219222
0.127, 0.144947, -1.180157
0.122, 0.364674, -1.140375
0.117, 0.486744, -1.099899
0.112, 0.511158, -1.058754
0.107, 0.511158, -1.016964
0.103, 0.511158, -0.974555
0.098, 0.535572, -0.931552
0.093, 0.5844, -0.887981
0.088, 0.535572, -0.843869
0.083, 0.682056, -0.799241
0.078, 0.5844, -0.754126
0.073, 0.5844, -0.708549
0.068, 0.5844, -0.662538
0.063, 0.657642, -0.616122
0.059, 0.608814, -0.569328
0.054, 0.633228, -0.522184
